w1,w2,w3,Accurate,
-3.325045893,-5.40770549,-10.57674004,0.4,
-3.325045893,-5.40770549,-10.57674004,0.4,
-3.325045893,-5.40770549,-10.57674004,0.4,
-3.325045893,-5.40770549,-10.57674004,0.4,
-3.325045893,-5.40770549,-10.57674004,0.4,
-3.325045893,-5.40770549,-10.57674004,0.4,
-3.325045893,-5.40770549,-10.57674004,0.4,
0.021232481,0.58003095,0.159030701,0.48,
0.746140155,0.302328913,-0.096513807,0.5,
-0.037550694,0.452899842,0.076855153,0.46,
0.655409869,0.004485635,0.091038017,0.44,
0.668643428,-0.005285683,0.514328759,0.44,
-0.266211406,-0.506620937,-0.254734243,0.4,
0.793024534,-0.014826849,0.482613757,0.46,
0.28114652,0.085419899,0.532368248,0.42,
0.496530174,0.595377298,0.438766135,0.5,
-0.072541544,0.660836715,0.519437076,0.5,
0.648306576,0.368039489,0.456626133,0.5,
0.707415979,0.400747274,-0.032319965,0.5,
0.388433027,-0.140876318,0.252206912,0.4,
0.699178246,-0.187024911,0.135977855,0.38,
0.448397157,0.384198456,0.549629384,0.5,
0.201522306,-0.313576148,0.113344189,0.4,
-0.210529357,-0.258836101,-0.937704379,0.4,
0.075350854,0.676491989,-0.09083276,0.5,
-0.639731787,-0.899739892,-1.407590728,0.4,
-0.127807895,-0.134447901,0.618857917,0.38,
0.21087971,0.469099991,0.598199731,0.5,
0.635252583,0.575020392,0.510148046,0.5,
0.561951334,-0.443484896,0.051113663,0.4,
0.03189827,0.524569264,-0.205154815,0.42,
-0.047091692,-0.092106505,0.215422219,0.4,
-0.124918531,0.088418236,-0.90358203,0.4,
0.214358053,0.633729433,-0.403795421,0.5,
0.460244333,-0.023298906,-0.489870201,0.4,
0.402625122,0.600193551,-0.066347635,0.5,
0.668117966,0.519742906,0.045030382,0.52,
0.100019193,-0.732698644,-0.264325664,0.4,
0.501776764,0.055626978,0.510655701,0.4,
0.0339658,0.427166934,-0.465914336,0.4,
0.273763856,-0.12787999,0.420653322,0.42,
0.626703302,-0.327844928,0.472823085,0.42,
0.576085846,0.022963785,-0.313852574,0.4,
0.378379381,0.206848753,0.550170532,0.5,
-0.324318906,-0.316508268,-1.014391243,0.4,
0.784469846,-0.475739143,0.067618272,0.38,
0.222920584,0.490988876,0.177404049,0.52,
0.142218913,-0.17037452,0.325493971,0.4,
0.644338506,-0.082562041,0.253407365,0.42,
0.507329675,0.274859366,-0.323985244,0.44,
0.695743612,0.491151967,0.573808633,0.5,
0.752891758,0.496450457,0.490749354,0.5,
-0.127425315,-1.050456851,-0.666057563,0.4,
-0.098093139,0.318649625,0.43196999,0.4,
0.006020284,-0.18440943,-0.243733531,0.4,
-0.10926258,0.087697034,0.345539164,0.4,
0.207766203,0.589381834,0.51204355,0.5,
0.066916521,0.460789395,-0.188564862,0.42,
-0.28456926,-0.674546138,0.48051926,0.42,
0.002542832,0.687400689,-0.151039918,0.5,
0.067529794,0.192037083,0.521414918,0.38,
0.68321613,0.484194443,0.441356846,0.5,
0.100688104,0.331904938,-0.544831133,0.4,
0.002322252,0.12385608,0.357512541,0.42,
0.294988024,0.338652364,-0.196651815,0.4,
0.590809161,0.491038132,0.208013145,0.5,
0.409675912,-0.154900712,0.197410316,0.4,
0.593265923,0.51002124,0.492898824,0.5,
0.713960232,-0.440000209,-0.100134963,0.42,
0.494822786,-0.54181673,0.201010484,0.4,
-0.2106655,0.157466278,0.052251587,0.4,
0.053942179,-0.006473334,-0.12382099,0.4,
0.451985563,0.51244727,-0.465809176,0.46,
0.067199479,0.563055495,0.426396046,0.5,
0.127315906,0.575425641,0.501419391,0.5,
-0.022814531,0.336188141,0.463563006,0.4,
-0.110507552,-0.26295471,0.261581866,0.4,
0.011601417,0.544927755,-0.208514354,0.42,
0.810558892,-0.058230868,0.537077423,0.46,
0.815137155,0.101640508,0.452659897,0.44,
-2.66E-05,-0.133299121,-0.170153869,0.4,
-0.101463757,-0.243095904,-0.462581877,0.4,
0.601963278,0.019564567,0.11867236,0.4,
0.228144712,-0.613655954,0.0414405,0.4,
0.489184175,0.279950518,0.624377718,0.5,
-0.401577608,-0.173210739,-1.20593341,0.4,
-0.034515796,0.203829615,-0.502532773,0.4,
0.776360177,0.154958646,0.012621718,0.46,
0.433026995,-0.054737992,-0.58791802,0.4,
0.619086758,0.094135198,0.214912715,0.46,
0.799328878,0.098902653,0.421127641,0.44,
-0.089689004,-0.043622186,0.021013352,0.4,
0.222476119,0.087105898,-0.214942698,0.4,
0.828625428,-0.066591527,0.393958377,0.48,
0.11343429,0.542312322,0.51275265,0.52,
0.490094959,-0.342324687,0.564824766,0.42,
-1.310423541,-2.118253121,-3.479667638,0.4,
0.300983632,0.544457308,0.548550069,0.5,
0.479602419,0.335964622,-0.223370797,0.44,
0.258728139,-0.500061366,-0.447960427,0.4,
0.640034103,0.579061735,0.368878717,0.5,
0.205241687,-0.484128287,-0.742692529,0.4,
-0.470098764,-0.293991956,-1.321247792,0.4,
-0.14883315,0.687635452,-0.198803369,0.46,
0.279691017,-0.033656887,0.772525764,0.4,
0.76946945,0.778391862,0.101516452,0.56,
0.689387755,0.654821363,-0.034682201,0.52,
-0.041303584,0.165086606,0.361579662,0.42,
0.767974763,0.554147442,0.716496323,0.48,
0.908946225,0.716848875,0.821002522,0.6,
0.963638012,-0.02810359,0.368162547,0.48,
0.436126059,0.842853751,0.557299235,0.54,
0.153664555,0.489834865,0.666626906,0.5,
0.639218371,0.209798765,0.124056443,0.46,
0.573946552,0.20565022,0.77654942,0.52,
0.48551064,0.06792874,0.832819174,0.46,
0.929292415,-0.003246718,0.658079901,0.46,
0.087042203,0.039632242,0.032522646,0.4,
0.839852477,0.503247244,0.611621172,0.48,
0.186597633,0.126745863,0.15367605,0.4,
0.72492429,0.210185333,0.670610973,0.5,
0.220818265,0.611767496,0.480233379,0.5,
0.388812243,0.688047792,0.413754855,0.5,
0.391562192,0.018886117,0.347143664,0.42,
0.525441383,0.360522565,0.734575231,0.5,
0.24961667,0.518827944,0.25234382,0.46,
0.655734171,0.837959316,0.197510735,0.56,
0.751514399,0.291107714,0.850410963,0.54,
0.276319428,0.627019062,0.259688803,0.5,
0.931048711,0.668522597,0.673528075,0.6,
0.066855399,0.240476407,0.211198181,0.4,
0.486319127,0.467184221,0.318053445,0.5,
0.028570465,0.920095872,0.541618371,0.54,
0.756736146,0.319006859,-0.001518444,0.5,
0.202235343,0.182387292,0.062561797,0.4,
0.349570662,0.634617339,0.765782264,0.5,
0.529684596,0.613126893,0.831072383,0.48,
0.1791673,0.11210782,0.338507954,0.42,
0.885026273,0.590059632,0.603466921,0.56,
0.885026273,0.590059632,0.603466921,0.56,
0.885026273,0.590059632,0.603466921,0.56,
0.89553578,0.582593331,0.606187251,0.54,
0.354904398,0.710990828,0.529812169,0.54,
0.702234303,0.207770512,0.058248616,0.48,
0.018366225,0.797095311,-0.051160979,0.54,
0.114956893,0.114576438,0.23219424,0.4,
0.388262543,0.406422328,0.503788424,0.5,
0.444072517,0.616612777,0.487282053,0.5,
0.412808936,-0.100426928,0.725323162,0.4,
0.640922057,0.769607462,0.195624593,0.62,
0.517565971,0.686326129,0.45886601,0.5,
0.59037391,0.741068062,0.487377116,0.56,
-0.010133353,0.674470406,0.520523497,0.48,
0.450820107,-0.047551699,0.256821956,0.42,
0.728541112,0.225416798,0.290260828,0.48,
0.869607929,0.744638235,0.741863887,0.6,
0.638188457,0.529635653,-0.284014458,0.52,
0.43229765,0.065815765,0.675154628,0.4,
0.058193039,-0.424162699,0.049721956,0.4,
0.532779525,0.703732989,0.649668876,0.52,
0.408856461,0.696389762,0.121531441,0.52,
0.021066546,-0.306705445,-0.084815848,0.4,
0.908481564,0.051085117,0.637689795,0.42,
0.477186562,-0.368813833,0.758512073,0.4,
0.508052976,0.277790739,0.153772771,0.48,
0.381510717,0.292321395,0.284700525,0.48,
0.783125001,0.529150915,0.097228331,0.5,
0.295383846,0.381117016,0.705425558,0.5,
0.928004036,0.220991786,0.370284654,0.46,
0.502751079,-0.396044307,-0.215686665,0.38,
0.534363067,0.288819603,0.36062255,0.44,
0.580083858,0.568575158,0.431874468,0.5,
0.118451481,0.425798115,0.229030927,0.48,
-0.05933538,0.680659903,0.19406014,0.5,
0.337526534,0.724429391,0.057349716,0.52,
0.418071928,-0.201720445,0.648104831,0.38,
0.358511952,0.377330632,0.269121799,0.52,
0.150080818,0.746380715,0.670715609,0.58,
0.599400632,0.934246383,0.020934392,0.62,
0.255662539,0.285295992,0.303736153,0.38,
0.195604319,0.949970142,0.136180658,0.6,
0.180966383,0.148080198,0.077680487,0.4,
0.467297404,0.05908667,0.30013076,0.4,
0.433165781,0.660662089,0.671999365,0.5,
0.656154669,0.695734308,0.22155513,0.52,
0.673346773,0.076231043,0.825018953,0.4,
0.828859464,0.283688326,0.297366856,0.42,
0.42640165,0.883676408,0.674081901,0.58,
0.691667996,0.289662566,0.041890639,0.46,
0.964512624,0.291273829,0.881500195,0.5,
0.821390299,0.822988822,0.807472273,0.6,
0.776036412,0.460265912,0.856571048,0.48,
0.245519011,0.666464537,0.634712094,0.52,
0.051617837,0.79461115,0.328749415,0.52,
0.484753558,0.239999001,0.362673601,0.44,
0.95057891,0.259968545,0.602932286,0.46,
0.40384531,0.834287516,0.054907492,0.58,
0.966504225,0.656653514,0.728264252,0.56,
0.75163525,0.581263771,0.027542398,0.48,
0.242548075,0.537214709,0.676866548,0.54,
0.2063786,0.673593291,0.724859813,0.5,
0.398978527,0.260863349,0.715513183,0.48,
0.737791574,0.973769829,0.009907089,0.6,
0.441932562,0.95831551,0.720132351,0.58,
0.454491855,0.475890263,0.39551878,0.5,
0.371134273,0.451875584,0.079630532,0.52,
0.781340145,0.327901458,0.499740583,0.48,
0.148723939,0.374921392,0.871191608,0.46,
0.861024873,0.163754776,0.147223061,0.44,
0.833973161,0.796095543,0.144934306,0.62,
0.117636812,0.354194836,0.143722777,0.46,
0.72428901,0.784732722,0.948591421,0.6,
0.557974864,0.288921252,0.786947193,0.46,
0.202902313,0.188247263,0.9743706,0.4,
0.133330577,0.458613884,0.090793662,0.48,
0.040630132,0.1955933,0.82015254,0.36,
0.53941147,0.175466225,0.153972782,0.44,
0.082104994,0.082634073,0.618786593,0.38,
0.563876893,0.472571533,0.789084088,0.48,
0.652272694,0.093085726,0.13676385,0.44,
0.853383444,0.881534555,0.23315416,0.62,
0.109212386,0.151639637,0.640046457,0.38,
0.519962378,0.692551406,0.131992444,0.52,
0.676753616,0.649454204,0.726807937,0.48,
0.175396933,0.501442689,0.38774999,0.48,
0.427256027,0.942628886,0.232245442,0.58,
0.730365913,0.845851258,0.22082614,0.58,
0.622186362,0.209416105,0.877177695,0.42,
0.962872937,0.679262869,0.003924471,0.6,
0.835072153,0.140379731,0.319177209,0.44,
0.848618102,0.187709172,0.367745703,0.44,
0.224211463,0.397850656,0.297449005,0.46,
0.980625967,0.83352317,0.793221904,0.6,
0.632423497,0.791868954,0.451432994,0.6,
0.610380817,0.595447499,0.699134097,0.5,
0.923793847,0.525428179,0.799546434,0.52,
0.117212261,0.3108447,0.176501361,0.44,
0.274361771,0.368669441,0.804845052,0.5,
0.672367577,0.709326597,0.419207846,0.52,
0.379827562,0.529280744,0.395149229,0.5,
0.724202124,0.320930043,0.667676274,0.52,
0.651618263,0.424861944,0.707939775,0.52,
0.15707191,0.410071109,0.910766086,0.46,
0.490506254,0.050578278,0.50656001,0.4,
0.160627242,0.305802969,0.356130806,0.44,
0.874979782,0.554132813,0.216001589,0.54,
0.074828893,0.362649051,0.304155406,0.44,
0.866530474,0.367990942,0.873768002,0.5,
0.261604337,0.864222828,0.228088504,0.56,
0.774665797,0.739727991,0.153633254,0.58,
0.879187877,0.923451391,0.754905691,0.6,
0.023532428,0.991883791,0.358444509,0.56,
0.15251911,0.404151402,0.317937645,0.46,
0.558088887,0.046338634,0.199750089,0.42,
0.618402,0.873012773,0.012597912,0.62,
0.163095488,0.317561748,0.450144203,0.42,
0.922326163,0.400033023,0.709059795,0.54,
0.440464733,0.872475517,0.546457218,0.58,
0.447062845,0.609134979,0.437083911,0.5,
0.380580679,0.581643808,0.537629961,0.5,
0.491986876,0.979012826,0.139926537,0.62,
0.975402821,0.145540773,0.829456864,0.46,
0.700609751,0.197402234,0.163043509,0.46,
0.46789795,0.168750665,0.09512135,0.44,
0.522983428,0.03146554,0.222536429,0.42,
0.842650143,0.891523156,0.991488976,0.6,
0.916025379,0.555950333,0.381783522,0.54,
0.966670757,0.309423018,0.875116526,0.5,
0.614887556,0.228939722,0.227221248,0.48,
0.899736796,0.460870341,0.350920405,0.52,
0.569648569,0.236901474,0.480551255,0.46,
0.968315205,0.092519061,0.15926935,0.46,
0.954646042,0.681820134,0.016089006,0.58,
0.566844281,0.922602508,0.698228269,0.58,
0.783882005,0.682480493,0.716794134,0.56,
0.498148412,0.244807531,0.166255956,0.46,
0.645879551,0.046299241,0.258150536,0.44,
0.477083867,0.351277098,0.245762733,0.52,
0.532485734,0.917928792,0.521935837,0.6,
0.140090798,0.328941346,0.606052876,0.42,
0.943790804,0.926309125,0.667131616,0.6,
0.982005074,0.797649175,0.011683575,0.64,
0.722622062,0.416686903,0.048304827,0.52,
0.942182524,0.658815688,0.393928389,0.58,
0.802092274,0.868960365,0.339366043,0.62,
0.403752771,0.414441588,0.327748925,0.5,
0.837128491,0.996601248,0.985562838,0.6,
0.276612687,0.305432571,0.848480752,0.44,
0.980269468,0.810709741,0.97045158,0.6,
0.022430569,0.619734293,0.711418118,0.48,
0.915098055,0.200383831,0.417966928,0.46,
0.570880379,0.332987425,0.663595542,0.5,
0.81329118,0.009794224,0.82788939,0.38,
0.31074221,0.238317947,0.046868357,0.4,
0.500042322,0.751942001,0.883975131,0.54,
0.714473066,0.535558243,0.700805705,0.48,
0.004674503,0.764164451,0.68835045,0.52,
0.302088952,0.760794081,0.41460797,0.54,
0.014434645,0.994294264,0.720161292,0.56,
0.5734939,0.449996016,0.322144986,0.5,
0.643109882,0.573485155,0.505571936,0.5,
0.625683761,0.523528215,0.580696657,0.5,
0.116477658,0.364706454,0.007739387,0.46,
0.385918309,0.054891277,0.693931117,0.38,
0.360816409,0.983739906,0.08087815,0.6,
0.050777619,0.927328179,0.200998993,0.58,
0.844118712,0.635627874,0.996886969,0.54,
0.507133416,0.762466923,0.073674569,0.56,
0.044305645,0.389601877,0.280246284,0.46,
0.516564186,0.614508001,0.468456566,0.5,
0.221265775,0.421932234,0.889569939,0.5,
0.723626571,0.345941842,0.243954577,0.52,
0.217758568,0.548149371,0.181171311,0.52,
0.85367158,0.329329796,0.727225425,0.52,
0.482496057,0.409004606,0.782829134,0.48,
0.03118759,0.469470695,0.339589776,0.46,
0.426918681,0.362203128,0.136587051,0.52,
0.037565071,0.263823796,0.947371051,0.38,
0.204526218,0.416951172,0.908027513,0.5,
0.419807033,0.748645685,0.959528975,0.52,
0.77771645,0.232903887,0.651446967,0.44,
0.958196034,0.380080217,0.721635802,0.54,
0.862999505,0.378784667,0.472903485,0.5,
0.529731253,0.274805549,0.131984942,0.48,
0.940861895,0.243630365,0.230222082,0.48,
0.641195073,0.772032978,0.686866483,0.6,
0.653683903,0.86830624,0.029651391,0.64,
0.627321982,0.744732529,0.591041519,0.58,
0.357680475,0.375527857,0.124433947,0.52,
0.404078593,0.411939746,0.767573853,0.48,
0.648713706,0.858999381,0.757417081,0.62,
0.860262013,0.01518855,0.113030389,0.42,
0.082301135,0.656123749,0.164134795,0.5,
0.769269021,0.758688048,0.679892754,0.62,
0.566445929,0.463519014,0.556781664,0.5,
0.502071833,0.204476175,0.247078296,0.46,
0.189923099,0.274255308,0.15438534,0.4,
0.781604529,0.125838375,0.175931616,0.44,
0.642069382,0.045883472,0.79457738,0.42,
0.2737377,0.977050071,0.872838311,0.56,
0.164852471,0.80420541,0.374834004,0.56,
0.730141345,0.736694428,0.525537594,0.58,
0.249168929,0.782440959,0.77999542,0.54,
0.528888053,0.847163201,0.18992321,0.6,
0.351060349,0.837167232,0.406012803,0.56,
0.483716092,0.618339991,0.692188635,0.5,
0.172390532,0.650831591,0.068693379,0.52,
0.141515597,0.348420931,0.302030508,0.44,
0.110966303,0.084942748,0.690660454,0.38,
0.931883548,0.474474513,0.334113028,0.52,
0.543001852,0.102053145,0.346103884,0.42,
0.305389712,0.804346195,0.69439386,0.52,
0.324204287,0.675421023,0.716647642,0.48,
0.315011319,0.401445902,0.337157814,0.5,
0.998378442,0.428449288,0.892374093,0.52,
0.563609525,0.989700104,0.929955533,0.6,
0.636489237,0.277406561,0.160930566,0.46,
0.968478183,0.117376092,0.560656413,0.46,
0.337897848,0.647708504,0.70986837,0.5,
0.172699421,0.100077664,0.438836297,0.38,
0.556477103,0.010805183,0.541720006,0.4,
0.750569915,0.232702767,0.391938571,0.44,
0.487754128,0.062265133,0.563606339,0.4,
0.896709905,0.536701257,0.878392443,0.52,
0.362585577,0.710987331,0.162853512,0.54,
0.408865589,0.642075573,0.524528064,0.5,
0.003808932,0.238224662,0.097889039,0.4,
0.943651292,0.414444451,0.249148519,0.54,
0.598126557,0.029725142,0.714431117,0.44,
0.075413794,0.6762006,0.587175477,0.48,
0.029442412,0.764455717,0.351890922,0.52,
0.000702876,0.248376076,0.668141863,0.38,
0.774285093,0.071128491,0.35894571,0.44,
0.946540843,0.743588613,0.318767676,0.62,
0.186051922,0.918585671,0.680031987,0.56,
0.585206586,0.413974213,0.917154796,0.48,
0.983369315,0.328456005,0.636722651,0.52,
0.356113266,0.69719943,0.264961671,0.48,
0.705909273,0.974758285,0.438225235,0.58,
0.540832499,0.166679805,0.029966296,0.44,
0.282053754,0.985199775,0.415041876,0.58,
0.342641306,0.14316131,0.314089005,0.42,
0.854798373,0.716905861,0.678382498,0.62,
0.768242739,0.042891851,0.73396277,0.44,
0.670911835,0.533603177,0.471109792,0.5,
0.621254348,0.280040459,0.274544632,0.46,
0.243411791,0.340829072,0.318171774,0.46,
0.845539267,0.908772704,0.835549131,0.6,
0.828657768,0.868315778,0.768970545,0.6,
0.478386769,0.558433256,0.114030296,0.52,
0.082632518,0.601321744,0.839235978,0.48,
0.849842504,0.093750891,0.77583069,0.42,
0.52394788,0.659804924,0.335960183,0.5,
0.602757968,0.575664312,0.232130651,0.52,
0.263394594,0.97281167,0.275893204,0.54,
0.932736662,0.248159841,0.101932497,0.46,
0.395054366,0.78599264,0.79424856,0.54,
0.155019789,0.548959477,0.060956284,0.5,
0.19734787,0.290773765,0.839206131,0.4,
0.601571548,0.42702799,0.779607456,0.48,
