w1,w2,w3,Accurate,
0.27284639,0.741415608,0.192117076,0.54,
0.085765821,0.794404812,0.943692103,0.54,
0.097557409,0.1731506,0.544096047,0.38,
0.584904577,0.651788158,0.56521426,0.5,
0.338386052,0.075870758,0.619127103,0.38,
0.996266861,0.970789236,0.545923713,0.62,
0.933479711,0.306198252,0.605884245,0.52,
0.779072533,0.886203259,0.474394219,0.62,
0.220559456,0.383132426,0.798567643,0.5,
0.960337376,0.770646892,0.935722151,0.6,
0.109711462,0.083094975,0.497864353,0.38,
0.716088821,0.669938187,0.716165394,0.5,
0.522191446,0.442130615,0.229916584,0.52,
0.876613273,0.709573244,0.375145664,0.58,
0.940861289,0.96898857,0.54178618,0.62,
0.519629564,0.158862734,0.268525924,0.44,
0.130925282,0.386417275,0.495061269,0.46,
0.475550506,0.486754831,0.79544966,0.48,
0.621749347,0.013921596,0.040627158,0.44,
0.102325747,0.387546771,0.054869635,0.46,
0.053565712,0.62194889,0.510099329,0.48,
0.126283111,0.769875993,0.619994666,0.56,
0.782871681,0.703304576,0.184001262,0.58,
0.428782437,0.955187533,0.657235816,0.58,
0.570549969,0.062637492,0.149842225,0.44,
0.047020231,0.351807339,0.656892645,0.42,
0.30330817,0.827631361,0.845429827,0.54,
0.584050955,0.417561621,0.150719551,0.52,
0.075320049,0.19822912,0.00540896,0.4,
0.632546444,0.542740816,0.019020096,0.52,
0.28438367,0.218362,0.908351736,0.38,
0.108142267,0.726746414,0.746146867,0.54,
0.462200402,0.03714312,0.626740491,0.4,
0.87766039,0.69927624,0.141574557,0.58,
0.247884091,0.988930645,0.142941936,0.6,
0.915710451,0.371379832,0.190309228,0.52,
0.993370848,0.135942933,0.478427038,0.48,
0.357107443,0.208723011,0.064879564,0.4,
0.6427304,0.188846935,0.520421211,0.44,
0.679070512,0.191930328,0.987136428,0.44,
0.804136121,0.29299468,0.157873954,0.44,
0.957004144,0.362496759,0.653583259,0.52,
0.806863605,0.670866984,0.504203715,0.56,
0.240342915,0.945460162,0.087309353,0.6,
0.982135406,0.866473241,0.642765473,0.62,
0.997788185,0.212087913,0.122523579,0.48,
0.79504459,0.931752799,0.369292073,0.62,
0.734356191,0.407395894,0.983499348,0.5,
0.481860662,0.341258909,0.694138762,0.5,
0.513470979,0.618719256,0.348327259,0.5,
0.031835275,0.705773909,0.0745202,0.5,
0.190165371,0.016430765,0.43800705,0.38,
0.403601679,0.060548103,0.997711413,0.38,
0.226035594,0.205118976,0.909507488,0.4,
0.055270051,0.133529464,0.350975494,0.38,
0.461475671,0.982230804,0.494952288,0.6,
0.374093656,0.662662485,0.786222016,0.48,
0.929378136,0.910862939,0.042669224,0.64,
0.09417724,0.165067426,0.546121643,0.38,
0.77813677,0.675246285,0.950950368,0.56,
0.157310453,0.073872184,0.944773741,0.38,
0.967635228,0.182840052,0.790265836,0.46,
0.0850151,0.308464398,0.979647423,0.44,
0.021406876,0.065859917,0.314887983,0.42,
0.536878605,0.333559955,0.878936798,0.48,
0.523480312,0.93138873,0.315366014,0.6,
0.665121258,0.465838972,0.391333225,0.5,
0.68452836,0.743097148,0.227837524,0.6,
0.76570842,0.302066501,0.22446911,0.46,
0.784529551,0.735056918,0.762568975,0.6,
0.068425545,0.564225289,0.137382952,0.5,
0.522899458,0.594156693,0.885123671,0.48,
0.21698652,0.988148481,0.762693626,0.58,
0.124140814,0.422203037,0.429736227,0.46,
0.626433558,0.253870453,0.428401238,0.46,
0.567263708,0.072307832,0.941182774,0.4,
0.968593671,0.197023957,0.891867339,0.46,
0.806971707,0.899718298,0.686954776,0.58,
0.495187452,0.819276148,0.123443922,0.6,
0.064671195,0.35478979,0.112530362,0.44,
0.834887752,0.108684307,0.01661288,0.42,
0.137221284,0.929104561,0.824676735,0.56,
0.597830668,0.459757131,0.061282244,0.52,
0.35063699,0.529516359,0.188958628,0.52,
0.646803487,0.56435066,0.530256859,0.5,
0.979763111,0.220381748,0.065086794,0.48,
0.020298012,0.519220836,0.507904617,0.46,
0.877098232,0.570040142,0.792999052,0.52,
0.667646986,0.517378369,0.507574119,0.5,
0.796667409,0.851390276,0.391504369,0.62,
0.586028689,0.712080734,0.283963788,0.48,
0.752632448,0.780421374,0.410599436,0.58,
0.53816439,0.085188564,0.884918836,0.4,
0.835252703,0.273645697,0.190711211,0.44,
0.35280636,0.317815397,0.645040707,0.5,
0.985559248,0.915541763,0.041070432,0.64,
0.091912056,0.441943834,0.843460761,0.46,
0.477000656,0.62017935,0.724818807,0.48,
0.876235188,0.07958507,0.580546374,0.42,
0.395544992,0.756421553,0.299222713,0.52,
0.929638904,0.948578589,0.952816913,0.6,
0.821178195,0.433681669,0.737429031,0.52,
0.303719548,0.845922067,0.500015375,0.56,
0.164031608,0.096192235,0.62917163,0.38,
0.342075006,0.195149847,0.04976766,0.36,
0.986908758,0.00311316,0.581595362,0.44,
0.58987511,0.325110249,0.261845648,0.52,
0.216307756,0.368145037,0.785908959,0.48,
0.874288533,0.904735489,0.337401375,0.62,
0.249020607,0.2992141,0.758049346,0.48,
0.314760982,0.873333638,0.312873059,0.56,
0.203667632,0.965620546,0.514193454,0.58,
0.316298772,0.38930291,0.164206704,0.48,
0.169680479,0.951895275,0.785738072,0.56,
0.134774906,0.997662454,0.805273463,0.58,
0.850392258,0.818126652,0.652371173,0.62,
0.256068841,0.465877544,0.341420582,0.52,
0.105790678,0.774931844,0.389898288,0.54,
0.144814668,0.718521944,0.575495731,0.58,
0.569245839,0.35991314,0.054164381,0.52,
0.89170019,0.259357026,0.060946571,0.44,
0.337679669,0.73875745,0.735879487,0.52,
0.972900744,0.243218948,0.167664191,0.48,
0.908936681,0.234754833,0.954452249,0.48,
0.617595738,0.222113956,0.447576612,0.44,
0.403924847,0.26914588,0.162452611,0.46,
0.048534826,0.828017767,0.364336227,0.52,
0.571907732,0.047829774,0.654340055,0.42,
0.976902997,0.545977072,0.602359746,0.54,
0.575730608,0.551568849,0.524957781,0.5,
0.562736859,0.342531728,0.779267936,0.48,
0.181395772,0.105352278,0.719144704,0.4,
0.495453881,0.385026556,0.500981481,0.5,
0.71562248,0.386875285,0.595489308,0.5,
0.233092908,0.762331336,0.702293649,0.56,
0.457795157,0.714624198,0.578386806,0.56,
0.192539719,0.615877465,0.556632609,0.52,
0.381649852,0.516362804,0.488433737,0.5,
0.965397089,0.657084115,0.395068896,0.58,
0.164304221,0.238857306,0.439654641,0.38,
0.904306644,0.275590591,0.094965467,0.46,
0.181535178,0.045801179,0.004623644,0.4,
0.042599808,0.253290551,0.270818968,0.4,
0.799979608,0.640847834,0.988979469,0.52,
0.73950202,0.135676778,0.585887681,0.46,
0.165637427,0.419727663,0.081903774,0.48,
0.130899076,0.024581676,0.868563162,0.36,
0.280927247,0.700815151,0.586592011,0.5,
0.458956054,0.860184598,0.781720061,0.56,
0.810466536,0.621959218,0.516183417,0.54,
0.027031708,0.362280844,0.533416051,0.42,
0.425649283,0.287888426,0.583772146,0.5,
0.681588743,0.910966969,0.27287243,0.58,
0.625406854,0.2412725,0.844730642,0.46,
0.618310772,0.574454169,0.701490728,0.5,
0.263614974,0.424625022,0.070097339,0.52,
0.135862558,0.699132172,0.229975143,0.52,
0.283916522,0.551139037,0.560387706,0.5,
0.431550356,0.524838602,0.772253623,0.48,
0.431328706,0.396784462,0.960188294,0.48,
0.707709842,0.751855654,0.203904128,0.6,
0.872643893,0.037449465,0.781503492,0.44,
0.834867531,0.298883632,0.320723847,0.48,
0.741261308,0.098925366,0.235484378,0.46,
0.287080551,0.64800562,0.040996645,0.52,
0.87051206,0.134243289,0.078597386,0.44,
0.36935577,0.021557007,0.437816373,0.38,
0.442920689,0.003657045,0.556057476,0.4,
0.419330039,0.48783634,0.178158149,0.52,
0.124631616,0.144737558,0.732584934,0.4,
0.393873819,0.627222326,0.897400858,0.48,
0.759564728,0.169629758,0.092555813,0.44,
0.487504262,0.650108721,0.980061688,0.48,
0.585046739,0.241568773,0.993989582,0.46,
0.186314065,0.772423304,0.675166212,0.56,
0.684987112,0.961945747,0.90737386,0.6,
0.483994177,0.3910076,0.174238064,0.52,
0.582846111,0.332732383,0.329431138,0.5,
0.476410636,0.248490294,0.567609101,0.44,
0.488315007,0.53800753,0.226560884,0.52,
0.495080544,0.402116523,0.541402689,0.5,
0.013052021,0.18656067,0.186342427,0.4,
0.22313618,0.741594447,0.300567531,0.56,
0.736076888,0.031041814,0.556467875,0.42,
0.410691524,0.514078413,0.665967875,0.5,
0.797525463,0.447530636,0.565826698,0.48,
0.555511488,0.373208803,0.390758389,0.5,
0.146286572,0.554587947,0.699188903,0.5,
0.873057468,0.172379597,0.60715294,0.44,
0.044838806,0.434749506,0.631095407,0.46,
0.173549672,0.171611781,0.543842435,0.38,
0.424961407,0.95560682,0.491789396,0.58,
0.163879748,0.453996687,0.798127222,0.48,
0.37039188,0.453562219,0.046479741,0.52,
0.163020567,0.614698653,0.310402646,0.48,
0.968217919,0.304244159,0.840585255,0.5,
0.729428653,0.130138823,0.547669743,0.44,
0.408058582,0.046433714,0.574454637,0.4,
0.236461952,0.858223008,0.756339686,0.56,
0.94581289,0.883553296,0.355800098,0.62,
0.721962476,0.0375902,0.307309316,0.46,
0.610202638,0.919770431,0.842390459,0.62,
0.075154351,0.481095926,0.60832982,0.46,
0.620059266,0.296681219,0.744845742,0.5,
0.645606461,0.722549909,0.073469761,0.54,
0.051449798,0.106589119,0.608193332,0.38,
0.209932777,0.322333806,0.742479319,0.46,
0.004990981,0.825605829,0.954026626,0.52,
0.740976667,0.173945313,0.081313438,0.46,
0.369819913,0.318581582,0.705507642,0.5,
0.457206046,0.367830097,0.946429601,0.48,
0.642832864,0.031205473,0.0795453,0.44,
0.564767366,0.121536686,0.492804482,0.42,
0.633115965,0.526711277,0.102131326,0.52,
0.857429085,0.368852225,0.750200037,0.5,
0.944847968,0.757354192,0.626981981,0.62,
0.304576555,0.535091466,0.290278537,0.48,
0.918543463,0.406115028,0.343541675,0.52,
0.085516516,0.348839237,0.662724388,0.44,
0.578489278,0.995086219,0.055190471,0.62,
0.721110192,0.657456271,0.834028607,0.5,
0.094986296,0.878915044,0.854504638,0.56,
0.768627869,0.409829012,0.473785858,0.48,
0.178737042,0.161557213,0.241406684,0.4,
0.200106152,0.882595737,0.600919214,0.58,
0.385360681,0.198272496,0.78358,0.38,
0.275650603,0.839108991,0.490269875,0.56,
0.473149628,0.719088932,0.641400211,0.56,
0.819205061,0.810638951,0.946686279,0.6,
0.724609357,0.620300489,0.021235668,0.5,
0.33483438,0.549272271,0.803144449,0.48,
0.129652333,0.847352755,0.579380011,0.58,
0.100101824,0.012175523,0.158218101,0.4,
0.809427589,0.534565771,0.818514997,0.5,
0.654747101,0.292799458,0.315297382,0.46,
0.96511227,0.699629554,0.188714163,0.6,
0.53444007,0.726052096,0.33577381,0.52,
0.328573885,0.472916567,0.833233561,0.48,
0.144117557,0.8339781,0.89531544,0.56,
0.279095252,0.032399025,0.85237105,0.4,
0.719160395,0.377919061,0.050524121,0.52,
0.683628237,0.695675866,0.178760068,0.52,
0.760327979,0.507018352,0.500628872,0.48,
0.75333543,0.107627469,0.665454626,0.44,
0.882696846,0.382095752,0.788601581,0.5,
0.47583395,0.705235307,0.985982376,0.54,
0.096490452,0.41312899,0.42935603,0.46,
0.873665703,0.844652455,0.140213646,0.64,
0.222051566,0.573282079,0.854001283,0.52,
0.405715325,0.188617232,0.398950189,0.4,
0.916604357,0.407087483,0.302089213,0.5,
0.739342083,0.350761638,0.011507087,0.52,
0.242387485,0.737694143,0.085278616,0.54,
0.811338269,0.944814381,0.326473571,0.62,
0.603160244,0.004330985,0.309148865,0.44,
0.254368082,0.715144426,0.829716676,0.54,
0.061175484,0.736237938,0.792202597,0.54,
0.13242182,0.01843619,0.001143103,0.4,
0.785369488,0.643561756,0.927376721,0.52,
0.176007373,0.134159035,0.603706139,0.38,
0.708875974,0.83747329,0.132449299,0.62,
0.075381464,0.274974554,0.724845818,0.42,
0.805581753,0.794213535,0.949428709,0.6,
0.744148824,0.505334955,0.059337231,0.48,
0.332635506,0.414244551,0.570437781,0.5,
0.151633983,0.868016382,0.3354458,0.58,
0.627540539,0.317794869,0.7388095,0.5,
0.872109321,0.179568008,0.956797583,0.44,
0.469225616,0.766004395,0.830028458,0.54,
0.542957017,0.141532017,0.289698581,0.44,
0.924613495,0.474770823,0.576627305,0.52,
0.722531467,0.116159611,0.875995074,0.44,
0.417085987,0.464440534,0.435211175,0.5,
0.042132641,0.821813572,0.489428567,0.52,
0.713005104,0.701263165,0.292160614,0.54,
0.941342767,0.037419735,0.517656249,0.42,
0.509136585,0.349574934,0.50435307,0.5,
0.246827488,0.502913524,0.48869994,0.52,
0.39574035,0.127218895,0.657333177,0.4,
0.21866694,0.887027078,0.335846934,0.56,
0.386659106,0.349744131,0.68671686,0.5,
0.255656402,0.651074236,0.38903803,0.5,
0.709738718,0.226268953,0.300170003,0.5,
0.938534046,0.885860554,0.936201433,0.6,
0.706755886,0.476711423,0.390256467,0.5,
0.826391847,0.473565734,0.664205872,0.52,
0.478681635,0.985217155,0.539637656,0.6,
0.818911701,0.544012687,0.08614214,0.5,
0.681916613,0.48623376,0.78790309,0.48,
0.971800069,0.251499546,0.57479591,0.46,
0.896603926,0.595489726,0.313518186,0.54,
0.377277904,0.819324499,0.346837528,0.56,
0.812230166,0.946447702,0.642296527,0.62,
0.50526833,0.254771417,0.954652688,0.46,
0.366361884,0.632555968,0.5210353,0.5,
0.8465413,0.433330229,0.399009641,0.5,
0.862773026,0.930725185,0.525511505,0.62,
0.958768338,0.763482667,0.528225558,0.62,
0.204323106,0.873108159,0.328927935,0.58,
0.170319766,0.961391589,0.551949012,0.58,
0.646050502,0.86408674,0.661606861,0.62,
0.681059325,0.463355035,0.923065253,0.5,
0.053372983,0.888006945,0.941308226,0.56,
0.340891566,0.558249688,0.325849439,0.5,
0.769826554,0.412422725,0.640394836,0.48,
0.888864545,0.583337043,0.956526105,0.52,
0.528027872,0.138583296,0.371791704,0.42,
0.213265628,0.717140314,0.132342372,0.54,
0.674297301,0.860885173,0.780833622,0.6,
0.552845017,0.612354958,0.283378816,0.48,
0.337137901,0.912980307,0.255670633,0.56,
0.389471206,0.552900524,0.201768661,0.52,
0.822320434,0.047898205,0.546154913,0.42,
0.414473443,0.164360479,0.057653629,0.4,
0.435533968,0.918269444,0.065493165,0.6,
0.676539427,0.975572251,0.496152921,0.6,
0.319398664,0.665150936,0.617456453,0.5,
0.241427687,0.190795535,0.506076233,0.38,
0.359654755,0.529328782,0.780406642,0.48,
0.04808605,0.14486757,0.803729193,0.36,
0.635121999,0.160299008,0.882604902,0.42,
0.733988814,0.446529231,0.83562859,0.5,
0.220596469,0.731409737,0.529578735,0.58,
0.804371579,0.020973329,0.692266091,0.42,
0.618529735,0.820128543,0.449132638,0.6,
0.581611123,0.165001332,0.103555336,0.46,
0.881029878,0.510631359,0.918235999,0.5,
0.786411105,0.237998015,0.620802857,0.44,
0.612628092,0.821474168,0.824077525,0.58,
0.030558385,0.957557376,0.73402661,0.56,
0.079920445,0.777937379,0.895891836,0.52,
0.716355822,0.198293295,0.130562367,0.46,
0.111208469,0.035914595,0.87351736,0.36,
0.206871572,0.413030226,0.938208203,0.5,
0.408216139,0.474827222,0.030207273,0.52,
0.257163682,0.107458639,0.178308175,0.4,
0.972267041,0.539073485,0.529983143,0.54,
0.326948549,0.476281196,0.610947013,0.5,
0.516573078,0.13749874,0.874897063,0.4,
0.750900815,0.241145744,0.51594822,0.46,
0.483723772,0.601989483,0.049456685,0.52,
0.790228451,0.324841895,0.972047731,0.48,
0.043873826,0.3575099,0.405146682,0.42,
0.490341046,0.242922402,0.075696842,0.46,
0.193177045,0.536666603,0.707337546,0.54,
0.486549897,0.142867282,0.509724418,0.42,
0.164236584,0.803464654,0.177422073,0.56,
0.132714554,0.513420902,0.649511522,0.5,
0.400019621,0.935570196,0.203907248,0.6,
0.772071974,0.365070499,0.850530618,0.48,
0.63466893,0.162622722,0.597390893,0.44,
0.693207356,0.822064541,0.24567115,0.6,
0.054139087,0.957354093,0.669273729,0.56,
0.73787212,0.206578842,0.439596672,0.46,
0.637050662,0.346288786,0.796356666,0.48,
0.450436826,0.611999175,0.155299072,0.52,
0.574654224,0.422903262,0.079465696,0.52,
0.5011112,0.603305177,0.326401592,0.5,
0.69774223,0.712320319,0.870673398,0.6,
0.624099388,0.287644737,0.182326612,0.46,
0.780113682,0.080278597,0.518905582,0.44,
0.201044732,0.946263246,0.810556014,0.56,
0.510986282,0.822468043,0.226351693,0.58,
0.909020196,0.598778714,0.995347792,0.54,
0.912167353,0.616694582,0.740280075,0.54,
0.283739578,0.731655981,0.564670651,0.56,
0.697083061,0.285721109,0.888000803,0.48,
0.887984411,0.218200159,0.200557799,0.46,
0.83396388,0.54252287,0.918708343,0.5,
0.676638975,0.061629551,0.000136484,0.44,
0.97252947,0.929105641,0.426279563,0.62,
0.92952042,0.736101809,0.156542584,0.62,
0.587144338,0.705203538,0.33088301,0.54,
0.289717789,0.173012085,0.428052057,0.4,
0.597685046,0.901980252,0.029960962,0.62,
0.07488937,0.561583437,0.839718541,0.48,
0.435498307,0.492005853,0.203423473,0.52,
0.863434672,0.459177981,0.676807056,0.52,
0.363280097,0.83278438,0.796130908,0.54,
0.733844967,0.464364325,0.092991959,0.52,
0.757215356,0.767401048,0.366189753,0.58,
0.767333687,0.307044888,0.7678697,0.46,
0.132901701,0.947410785,0.691199648,0.54,
0.574056071,0.005779998,0.729408069,0.42,
0.971438924,0.485560322,0.157205618,0.56,
0.202664196,0.230423316,0.949581524,0.42,
0.044031785,0.781909547,0.725416342,0.52,
0.393573418,0.448676667,0.605924583,0.5,
0.733084537,0.143552036,0.720201576,0.48,
0.029477796,0.57703103,0.337268944,0.48,
0.1891112,0.963260412,0.665478726,0.58,
0.843866081,0.097051681,0.06633599,0.44,
0.911671633,0.058591413,0.703796394,0.42,
0.969444361,0.014287408,0.851873579,0.42,
0.929982065,0.281061707,0.827927508,0.5,
0.717296699,0.670599636,0.943340643,0.5,
0.466064673,0.166614471,0.695945239,0.42,
0.688244527,0.625003545,0.607064405,0.5,
0.601282962,0.647084359,0.789344956,0.48,
0.703299336,0.487772441,0.933864959,0.52,
0.668054461,0.543131695,0.813872038,0.48,
0.556814244,0.742816442,0.440038534,0.56,
0.168867691,0.600578735,0.088152738,0.5,
0.832040038,0.065613585,0.189396966,0.44,
0.298746078,0.198420867,0.399300989,0.42,
0.168722223,0.2677185,0.004998053,0.4,
0.29635419,0.20551372,0.15355777,0.4,
0.73643739,0.731268287,0.47312719,0.58,
0.201276227,0.781382842,0.084636683,0.56,
0.303274575,0.204109716,0.229777834,0.4,
0.294776055,0.643563055,0.963956213,0.48,
0.739023243,0.000109549,0.478942853,0.42,
0.102029393,0.868455871,0.854740983,0.56,
0.417394609,0.933645244,0.939070855,0.56,
0.378315455,0.497607487,0.246645089,0.52,
0.617601241,0.957869506,0.686177042,0.58,
0.940463314,0.95443192,0.412673542,0.62,
0.972629501,0.381312121,0.000601605,0.52,
0.384798745,0.226311295,0.876795966,0.4,
0.86612229,0.281791068,0.863293634,0.48,
0.61348965,0.289018523,0.580924813,0.48,
0.285134925,0.750236466,0.048256025,0.52,
0.467171419,0.023547972,0.419034537,0.4,
0.373981804,0.151782134,0.240155419,0.42,
0.559877731,0.792999567,0.901311765,0.56,
0.472516892,0.251848694,0.036049378,0.46,
0.108184355,0.071921714,0.60571185,0.38,
0.891609739,0.71111554,0.423681204,0.58,
0.586507744,0.141599977,0.087706243,0.44,
0.606461531,0.860224867,0.689696161,0.56,
0.838404384,0.499797798,0.149792691,0.52,
0.517659607,0.886746898,0.51503334,0.6,
0.668294514,0.651157855,0.496145518,0.5,
0.723470192,0.508234838,0.988269975,0.5,
0.642370769,0.280642663,0.039219467,0.46,
0.51661768,0.880117209,0.56143803,0.6,
0.263333125,0.045639601,0.455739839,0.38,
0.095040398,0.745956764,0.107273243,0.54,
0.924381858,0.854792916,0.750006217,0.6,
0.79106185,0.071701951,0.904939466,0.42,
0.931404144,0.299457758,0.525506113,0.52,
0.473832351,0.403250296,0.607475738,0.5,
0.800141297,0.043970781,0.502019784,0.42,
0.30808606,0.323096118,0.556744107,0.5,
0.295683343,0.102988609,0.139966495,0.4,
0.837696635,0.517314023,0.992589827,0.5,
0.882394435,0.325117812,0.354170617,0.5,
0.216625632,0.91648418,0.245955986,0.54,
0.268816325,0.941789473,0.324341861,0.56,
0.233321264,0.43907064,0.414724947,0.5,
0.93488678,0.046261061,0.030456124,0.44,
0.516622106,0.875216779,0.439257415,0.58,
0.995885616,0.869344351,0.856616252,0.6,
0.30905545,0.54722018,0.175022117,0.5,
0.590436533,0.257101763,0.767809883,0.46,
0.88518352,0.883586275,0.509201097,0.62,
0.047638616,0.020167209,0.944086512,0.36,
0.269892163,0.059834175,0.235289779,0.4,
0.974242309,0.232291507,0.639159621,0.48,
0.011393173,0.341290841,0.010906774,0.44,
0.865095018,0.103302403,0.880003903,0.42,
0.77071351,0.182588888,0.305986909,0.46,
0.607668186,0.397594875,0.115728951,0.52,
0.678931904,0.235378843,0.622159452,0.46,
0.184693832,0.261570559,0.687937464,0.42,
0.030387249,0.285709801,0.544225726,0.4,
0.669780655,0.975268248,0.150720076,0.62,
0.347020943,0.642654576,0.766830374,0.48,
0.788666613,0.984445191,0.804341971,0.6,
0.862613825,0.17210782,0.096014874,0.46,
0.871132617,0.022305577,0.069635294,0.44,
0.220714457,0.507117854,0.799421474,0.52,
0.252989309,0.845998239,0.330376301,0.56,
0.390927414,0.668863353,0.249619645,0.5,
0.472383768,0.633475849,0.816006681,0.48,
0.990454368,0.956648065,0.004963186,0.64,
0.210434662,0.10336111,0.20020872,0.4,
0.679048074,0.798276967,0.59595185,0.62,
0.692132391,0.366867445,0.852769967,0.5,
0.991828059,0.369918506,0.118491939,0.54,
0.186200029,0.157802888,0.67254885,0.38,
0.565348038,0.472283296,0.014834089,0.52,
0.315865205,0.793802911,0.538575903,0.56,
0.038869109,0.38505,0.728732352,0.44,
0.823183038,0.793905012,0.925397204,0.6,
0.332355264,0.624686756,0.418220036,0.5,
0.982132527,0.064612528,0.651505488,0.46,
0.739017095,0.077862541,0.564427057,0.44,
0.520330014,0.638128865,0.099510746,0.52,
0.524683391,0.888698521,0.732737076,0.58,
0.978827182,0.444035709,0.523627568,0.54,
0.835853194,0.135519161,0.719656087,0.44,
0.957221044,0.026923108,0.561939506,0.44,
0.228582963,0.750510497,0.220408568,0.56,
0.402077865,0.327897512,0.392096468,0.5,
0.529996234,0.72778127,0.194701355,0.54,
0.622008233,0.170841649,0.936111242,0.42,
0.57382763,0.606469971,0.359743113,0.5,
0.492103137,0.914547668,0.102312984,0.62,
0.794914773,0.390095953,0.432632724,0.48,
0.013253954,0.042576011,0.161904333,0.4,
0.795669778,0.912613598,0.896978055,0.6,
0.666701784,0.04823526,0.824329203,0.4,
0.482318247,0.029503573,0.798904212,0.4,
0.244503288,0.488687943,0.771156562,0.52,
0.514221237,0.150074772,0.673083212,0.42,
0.924436588,0.983835666,0.91582566,0.6,
0.286172017,0.733586953,0.516471157,0.56,
0.078933329,0.965264322,0.161670286,0.58,
0.523242686,0.712378765,0.402835654,0.52,
0.974950986,0.930721614,0.379392161,0.62,
0.034784464,0.294908109,0.889318301,0.38,
0.459093058,0.513847481,0.795668602,0.48,
0.281386131,0.726852373,0.950193152,0.54,
0.426785797,0.666244886,0.191737952,0.52,
0.391658471,0.541388323,0.921847205,0.48,
0.091873532,0.230779379,0.532687306,0.38,
0.1952729,0.716218227,0.893968897,0.58,
0.58778961,0.325748025,0.101525308,0.52,
0.066610087,0.499684453,0.883069594,0.46,
0.36863541,0.263114754,0.554333895,0.42,
0.403508788,0.50351658,0.392966225,0.5,
0.732662078,0.158087173,0.591555486,0.46,
0.532966615,0.519221575,0.977005308,0.48,
0.601758027,0.023248498,0.277032336,0.44,
0.169763108,0.142251977,0.77878433,0.38,
0.570426331,0.764855261,0.898718444,0.56,
0.445595608,0.122333466,0.207489328,0.42,
0.50245924,0.431115534,0.708728812,0.52,
0.416504966,0.522870135,0.820414627,0.48,
0.937693969,0.472779272,0.004813583,0.54,
0.396469695,0.852611996,0.860538676,0.56,
0.973640415,0.1327192,0.745847359,0.48,
0.624033023,0.939313118,0.900584007,0.62,
0.31148778,0.150704991,0.301196312,0.38,
0.605735321,0.229078333,0.717157843,0.48,
0.115583458,0.490177112,0.458829179,0.48,
0.137476306,0.62571813,0.657804089,0.5,
0.359661209,0.437284075,0.837936765,0.48,
0.25022704,0.818660487,0.629230158,0.58,
0.956316206,0.592771511,0.339547388,0.56,
0.618143605,0.071446771,0.243107305,0.44,
0.84245404,0.338872049,0.36762879,0.48,
0.70134995,0.238657237,0.881428355,0.48,
0.872543556,0.329375158,0.006167745,0.5,
0.581268798,0.590821229,0.558852228,0.5,
0.289518327,0.35391007,0.796699649,0.48,
0.963424077,0.698677029,0.175615726,0.6,
0.008727521,0.723465568,0.022066588,0.52,
0.390767886,0.368150667,0.760761504,0.48,
0.519951823,0.381959228,0.267586083,0.52,
0.846385753,0.641978509,0.480208191,0.56,
0.303053876,0.103600304,0.252064546,0.4,
0.152097581,0.494531751,0.782182209,0.48,
0.02558806,0.299190719,0.591191601,0.4,
0.229439426,0.3170771,0.979114764,0.46,
0.559493041,0.130836029,0.761286738,0.42,
0.888248156,0.175474207,0.335328061,0.44,
0.838340106,0.780737624,0.731393263,0.6,
0.231582443,0.724325367,0.170769538,0.56,
0.770882054,0.107235394,0.699792205,0.44,
0.165502789,0.974184769,0.64667151,0.6,
0.706597426,0.401753537,0.855424659,0.5,
0.102724672,0.251250165,0.936844581,0.4,
0.596237936,0.697753901,0.208059081,0.52,
0.694267133,0.615847154,0.60520414,0.5,
0.125105924,0.865946004,0.480190739,0.58,
0.339300562,0.635465709,0.976738397,0.48,
0.459197385,0.914664871,0.361625275,0.58,
0.181090917,0.828730847,0.346678988,0.58,
0.096011638,0.81595939,0.122190212,0.56,
0.190045989,0.077034067,0.48218316,0.38,
0.066313069,0.674992623,0.165017396,0.5,
0.4112724,0.474036243,0.522387948,0.5,
0.134352988,0.69045917,0.348603861,0.5,
0.67709317,0.946067034,0.942581519,0.6,
0.411522949,0.218992466,0.699045454,0.42,
0.040827319,0.614898475,0.241232781,0.5,
0.891133669,0.247096868,0.439029673,0.44,
0.295447751,0.803607142,0.850378972,0.54,
0.047358602,0.617075262,0.848023943,0.48,
0.965931091,0.802605336,0.572154579,0.62,
0.463700839,0.525962521,0.214381853,0.52,
0.798075668,0.333999953,0.696931378,0.48,
0.618521218,0.034544837,0.784400249,0.42,
0.087502883,0.747864267,0.730098031,0.54,
0.374799315,0.873419248,0.389749266,0.58,
0.771583845,0.618613996,0.190610527,0.5,
0.811469247,0.395131095,0.70296241,0.5,
0.044066009,0.662869978,0.795181425,0.48,
0.089137028,0.507993735,0.702083083,0.5,
0.050649259,0.478508036,0.931952106,0.46,
0.975142684,0.99443242,0.404041348,0.62,
0.047195789,0.544464301,0.454946638,0.46,
0.447801954,0.841282225,0.608616112,0.58,
0.818516078,0.653801852,0.834248744,0.54,
0.983760883,0.588902635,0.733295719,0.54,
0.660019848,0.658188971,0.436267069,0.5,
0.938716177,0.318395012,0.169631235,0.52,
0.055454183,0.121149576,0.44948613,0.38,
0.663493619,0.276117974,0.443282798,0.44,
0.120051485,0.33858834,0.765329624,0.4,
0.351536548,0.046486663,0.483760481,0.38,
0.980059929,0.738959448,0.137983315,0.62,
0.406296951,0.090116312,0.017077014,0.4,
0.068733058,0.619739827,0.322120254,0.48,
0.579314925,0.320606532,0.07001179,0.5,
0.404528388,0.297489032,0.438812576,0.48,
