W1,W2,W3,Loss
0.598344208709448,0.04859150683699058,-0.32859347429345903,0.058472913403077614
0.5977130511691563,0.04714455351848665,-0.32943900910481727,0.014200662419632634
0.5975899117999602,0.04660189607646633,-0.3294832454145825,0.01677686389637492
0.597447538753667,0.046506856596841915,-0.3300846760834836,0.27638518746672996
0.5965160099175418,0.044971582299735836,-0.3414371323235888,0.02528198276296098
0.5962135159819534,0.04406870173916091,-0.3414958569655735,0.007613870224810691
0.5961546608663013,0.04378850320294067,-0.3415374968249418,0.09930237841159477
0.5956798024692759,0.04331515592455412,-0.34555441007010956,0.2578005458172345
0.5928241185821913,0.03902949915210835,-0.35130309670144094,0.0009096623703807294
0.5928098367201998,0.0390079417000436,-0.3513127405059037,0.03662314641415469
0.5926246657485408,0.038705490337878866,-0.3526562754927877,0.1662815341265839
0.5915958122809479,0.038112720583418046,-0.3593487289770632,0.02456640207502486
0.591280531930005,0.037272125817806305,-0.3594211739642597,0.03166509359933409
0.5910903094932747,0.0370037189061951,-0.3605457992958849,0.38494878917195374
0.5876271815800682,0.023985904887504895,-0.36331229682258587,1.0781377800227085
0.5738082327339251,0.012683044292872316,-0.3920973763829456,1.0459351459937989
0.5662424597190435,-0.016987251152891764,-0.4071580652219899,0.5625469736694294
0.557756399345865,-0.021561383655532937,-0.42222522102964155,1.4486861151407341e-05
0.557756315047816,-0.021561947675327358,-0.4222252970548557,0.05202936107274407
0.5574209025500096,-0.022002003143707455,-0.4240512971423064,0.44575591236726214
0.5545398694546833,-0.023639106974980877,-0.4418209558340697,0.0064000017640150845
0.5544312666954981,-0.023733743335716023,-0.4419377168023502,0.06659222801658897
0.5525881053762264,-0.024915544541823275,-0.4422423656778007,0.43236652319853924
0.5369983810411555,-0.028401284472502702,-0.44478522757197736,1.663867313939996
0.5323145346752098,-0.048301388523871266,-0.5033946428516629,0.4027703586930096
0.519374243540825,-0.05287003970629556,-0.5060242184695042,0.9395737662262966
0.5158596205204854,-0.05908972743399402,-0.543268596032781,0.6795242962344559
0.5103421003964098,-0.06238366286287423,-0.568433355291548,0.08166998452938805
0.5076231319157448,-0.06348043561603658,-0.56870111328419,0.006875492963775179
0.5075673584074482,-0.06369216356132004,-0.5687773864787986,0.06700291311174117
0.5070738342893228,-0.06535944063245806,-0.5699667309451224,0.005879752590883084
0.5069829702994055,-0.06554223982000655,-0.5699870553972008,0.005849158031494964
0.506947435912193,-0.06575249201516772,-0.570033726716402,0.1996008701165033
0.5053297036022163,-0.06671612713092519,-0.5774324027964929,1.1348146485629946
0.5013493277010146,-0.07073791236173156,-0.6261709740926346,0.012234973398945298
0.5011314049410776,-0.07110701814375332,-0.626195694220623,0.16759190221586953
0.500747279909411,-0.07359994238148702,-0.6316982400620162,1.1978747656733286
0.49558715448512075,-0.12078297111331063,-0.6392488241895687,1.256588497478831
0.4794672575198494,-0.14830514594718347,-0.6584361772643661,0.8959207444633612
0.45505119412870554,-0.15635682807468965,-0.6707644689688841,0.8825568088480729
0.4512037795204985,-0.15920159000712883,-0.7082001328706415,2.3997129303424236
0.44224357716843943,-0.17505073321186365,-0.8033764338309688,0.008133720576021406
0.4420507425753182,-0.17524681176474807,-0.8033942067137643,0.555089619953354
0.4374054717173142,-0.17745165147494524,-0.8242985771432308,0.6614720294937161
