W1,W2,W3,Loss
0.7032676174073809,0.29995334614472136,0.002767537304343093,0.8605401191049472
0.7003342585148664,0.29679378375385285,-0.034166547367521304,0.003601713915224375
0.7002105163901775,0.2967559909463982,-0.03418509813113901,0.4103642124966184
0.6965962657527397,0.2865740655378406,-0.04090713270997447,0.7512248191828533
0.6940992152359502,0.28368987908025467,-0.07308713669474165,0.3789410042849385
0.6883723465476581,0.27170816471920767,-0.0743256038596495,0.03897802547232795
0.6881544781980835,0.2706578214523938,-0.07500629351687742,0.61525583064402
0.6865132194282084,0.24841699281086174,-0.08188699763767127,0.12250004268225846
0.6839319722790649,0.24641314694422592,-0.08342690675600478,0.2383295408767321
0.6758791146615687,0.24364303355206124,-0.08452041279018048,0.518585723851681
0.6702345343309689,0.22793051584128146,-0.08909260094138494,0.6892505197075092
0.6686542301362123,0.20357348580945578,-0.09761779270017804,0.6121707797830741
0.6642052664934412,0.18285964375801056,-0.10306352599511545,1.0607255132858855
0.6607398423700649,0.17859067177236382,-0.1483654055503866,0.2230360657159487
0.6589996788632243,0.1768906269556806,-0.15607700051266027,0.5303977321073676
0.6523953301714115,0.15898507672645495,-0.1580869881969902,0.6973624101221705
0.6471520329037536,0.13686717916129948,-0.16559391387028533,0.7037659127946716
0.6404958256053717,0.1167464752110618,-0.17400529826139932,1.1055958805078332
0.6353279179427574,0.10792698365161432,-0.21529769306472935,0.05078936918199985
0.6351603823339459,0.10766131322737155,-0.217403955490775,0.013178889481624994
0.6351067297767702,0.10759403909292263,-0.2179419732732316,0.03248799948313774
0.634555403726641,0.10735367196396536,-0.21877468006830203,0.013069101587699358
0.6343586413389735,0.10725848220145318,-0.21913618299750728,0.6276016431244072
0.6270095151278964,0.08543079916346452,-0.22133945590466195,1.30107411445045
0.6227987739128601,0.07996349251346732,-0.27671511376215097,0.4602399963191553
0.6189137891286669,0.07696695251684099,-0.2928455887972892,0.06042362687051159
0.6170473768595663,0.07628258854447895,-0.2933159938993522,0.07144989277957646
0.6153551939087151,0.07503177128566618,-0.29394548832866696,0.0020058419184750854
0.6153411085189183,0.07499875892624354,-0.2939986826753713,0.7755146503194391
0.6063262827304146,0.05377635268411192,-0.3025371831607078,0.028083972663127996
0.6062025554440571,0.05356010593708967,-0.3036014077604845,0.6534174737453041
0.6006534012112954,0.049834511089063116,-0.32699753236696144,0.0031643879900831143
0.6006429987251571,0.049704455487220474,-0.32701529367848464,0.05381295781379788
0.5991326495439983,0.049173682312186835,-0.327664819212982,0.04598542780447001
