Date,Tweet,Country
Wed May 22 10:38:23 +0000 2019,"  Somebody looking for Waldo?'""","Rockville Centre, NY"
Wed May 22 10:38:19 +0000 2019,I\ really so fire\ sorry missed out \,"Cheektowaga, NY"
Wed May 22 10:38:14 +0000 2019,Get your concentrated green shots to get your day started. Get that superhero feeling all day. #organicjuicebar\ ,"Queens, NY"
Wed May 22 10:38:06 +0000 2019,"  80% sounds high. Still not enough.'""","Queens, NY"
Wed May 22 10:38:49 +0000 2019,"  I guess a deputy mayoral directive isn\ likely to happen, so we have to wait.'""","Brooklyn, NY"
Wed May 22 10:38:48 +0000 2019,"morning sweat sesh \ (@ Exhale Upper East Side -  in New York, NY) ","Manhattan, NY"
Wed May 22 10:38:44 +0000 2019,"  He\ showing his true colors. Reactionary and not so smart.'""","Queens, NY"
Wed May 22 10:38:43 +0000 2019,"'""AMEN!!!"" AOC, Elijah Cummings, & Friends TAG TEAM Big Pharma CEO on Ame...  via ","Staten Island, NY"
Wed May 22 10:38:42 +0000 2019,  Hi Fred! Love the messages in this Song. I\'ll retweet it every now and again. Hoping some\ ,"Manhattan, NY"
Wed May 22 10:38:36 +0000 2019," Yeah, but how does repeating the same strategy beat farage? How does tarring him persuade his supporter\ ","Manhattan, NY"
Wed May 22 10:38:31 +0000 2019, Noooo. How \,"Manhattan, NY"
Wed May 22 10:38:31 +0000 2019,"I\'m at  in Rego Park, NY ","Queens, NY"
Wed May 22 10:38:28 +0000 2019,Only reason I watched until it just became Dragons ,"Manhattan, NY"
Wed May 22 10:38:26 +0000 2019,"There is so much to discover around you. \  Let #GettinLocal find the best local deals so you can #sipback, relax,\ ","North Hills, NY"
Wed May 22 10:53:08 +0000 2019," What is Nadler waiting for?? #SubpoenaMueller'""","Queens, NY"
Wed May 22 10:53:04 +0000 2019,"1943 Paulding Avenue, the Bronx ","Bronx, NY"
Wed May 22 10:52:54 +0000 2019," no time for negativity'""","Queens, NY"
Wed May 22 10:52:48 +0000 2019," Yeah, she is bad!!!'""","Manhattan, NY"
Wed May 22 10:52:44 +0000 2019,"There is nothing better than  in the morning post workout pre work'""","Manhattan, NY"
Wed May 22 10:52:38 +0000 2019,,"Wading River, NY"
Wed May 22 10:52:34 +0000 2019,"        $4-reversal-already\\nfor-$QCOM\\n\\n$72-was-$$68'""","Manhattan, NY"
Wed May 22 10:52:27 +0000 2019," I\'m ashamed I never saw it. But love FosseVerdonfx.  Will have to watch movie""'","Staten Island, NY"
Wed May 22 10:52:23 +0000 2019,"At the public help and device-charging station, #nyc @ Times Square, New York City ","Manhattan, NY"
Wed May 22 10:52:17 +0000 2019,"Know you won\ believe this, but here is the outdoor stage for The Public Theatre  Shakespeare in the Park\ first\ ","Manhattan, NY"
Wed May 22 10:52:16 +0000 2019," Aww. Hope the apartment sale is consummated.'""","Brooklyn, NY"
Wed May 22 10:52:12 +0000 2019,  Probably Lapras will down always using only first counter... Machamp \ ,"Manhattan, NY"
Wed May 22 10:52:10 +0000 2019,"Be the reason someone smiles today.  It costs $0.00.  we all can afford that.  \\n\\nHave a blessed day fam!'""","Amherst, NY"
Wed May 22 10:52:08 +0000 2019,Less gooo ,"Bronx, NY"
