Date,Tweet,Country
Tue Apr 30 23:59:58 +0000 2019,wow this looks straight up bonkers and I need it.\ ,"Waterford, NY"
Tue Apr 30 23:59:57 +0000 2019,"#homeownership  #faultyelectricalwiring @ Suffolk County, New York ","New York, USA"
Tue Apr 30 23:59:57 +0000 2019,Apple Tops Earnings Expectations as iPhone Sales Fall 17% in March Quarter  via ,"Manhattan, NY"
Tue Apr 30 23:59:57 +0000 2019,"McNeil!'""","Valley Stream, NY"
Tue Apr 30 23:59:57 +0000 2019,Doing God\ work ,"Manhattan, NY"
Tue Apr 30 23:59:56 +0000 2019,JAJAJAJJAJJAJA ,"New York, USA"
Tue Apr 30 23:59:56 +0000 2019, I said the same thing lol \,"Bronx, NY"
Tue Apr 30 23:59:55 +0000 2019,"real life bag , and im coming for all mine'""","New York, USA"
Tue Apr 30 23:59:54 +0000 2019, PREACH! \,"New York, USA"
Tue Apr 30 23:59:52 +0000 2019," Yes!'""","Mount Vernon, NY"
Tue Apr 30 23:59:51 +0000 2019," I agree 150%. It\ staggering honestly'""","Glen Cove, NY"
Tue Apr 30 23:59:49 +0000 2019," But how great is Top Chef'""","Queens, NY"
Tue Apr 30 23:59:49 +0000 2019," I used to live on 70th Ave, by 70th street. I feel you'""","Queens, NY"
Tue Apr 30 23:59:49 +0000 2019,"Can we agree that it\'s never too late to post pictures of the city we\'re (I\'m) obsessed with?\\nSweet, carry on then\ ","New York, NY"
Tue Apr 30 23:59:48 +0000 2019," toast = burnt'""","New York, USA"
Tue Apr 30 23:59:47 +0000 2019,"  Ummm.....photo creds  ??? Lol'""","Herkimer, NY"
Tue Apr 30 23:59:47 +0000 2019,Do we have to put cauliflower on everything now? ,"Syracuse, NY"
Tue Apr 30 23:59:46 +0000 2019,#selfie ,"Manhattan, NY"
Tue Apr 30 23:59:46 +0000 2019, \,"Brooklyn, NY"
Tue Apr 30 23:59:46 +0000 2019,I can\ understand why the  &  never play throughout the regular season! 162 games and not one series b\ ,"Queens, NY"
Tue Apr 30 23:59:44 +0000 2019," You know he\ wearing risers right'""","Brooklyn, NY"
Tue Apr 30 23:59:42 +0000 2019," Hey Scott, just read this and appreciate it. I\ often wondered about my own inability to remember\ ","Brooklyn, NY"
Tue Apr 30 23:59:39 +0000 2019,"One of my dreams in life is to be a fanfaction to best-selling book to blockbuster movie author, but idk where to s\ ","Manhattan, NY"
Tue Apr 30 23:59:38 +0000 2019," I agree, I\ pretty sure the kitchen/bathroom section of my studio apartment costs more than $450. \","Manhattan, NY"
Tue Apr 30 23:59:38 +0000 2019," The people have to rise up'""","New York, USA"
Tue Apr 30 23:59:37 +0000 2019,Love me some NEW YORK PIZZZZZA! .\\n.\\n.\\n.\\n.\\n #nothingisordinary #myfab5 #f52grams #dailyfoodfeed #lovefood\ ,"Manhattan, NY"
Tue Apr 30 23:59:36 +0000 2019,Hey  \ What\ the over/under on Barr attending his senate testimony tomorrow? ,"Manhattan, NY"
Tue Apr 30 23:59:36 +0000 2019, That\ Mueller-speak for: Barr lied and lots of people bought it because they didn\ read the report\ ,"Manhattan, NY"
Tue Apr 30 23:59:36 +0000 2019," Thank u for ur service'""","Manhattan, NY"
Tue Apr 30 23:59:35 +0000 2019,"Fuck. Everybody on my TL scores a dub but me. Maaaaaaan.'""","Brooklyn, NY"
Tue Apr 30 23:59:34 +0000 2019,Getting ready to bring you the best of me. This time I will work smarter and twice as hard in this game called \ ,"Bronx, NY"
Tue Apr 30 23:59:33 +0000 2019," They really be doing too much'""","Manhattan, NY"
Tue Apr 30 23:59:33 +0000 2019,This is so sad ,"New York, USA"
Tue Apr 30 23:59:31 +0000 2019,lmao this nigga the GOAT \ ,"Queens, NY"
Tue Apr 30 23:59:31 +0000 2019,"  That\'s a long time.""'","Bohemia, NY"
Tue Apr 30 23:59:30 +0000 2019," Oh my.'""","Glen Cove, NY"
Tue Apr 30 23:59:30 +0000 2019,"#hellohiworldtour #HelloHi #hellohiworkshop I have decided my Last show  is Wednesday, May 15, 2019. Li\ ","Brooklyn, NY"
Tue Apr 30 23:59:30 +0000 2019,"  Yeah that looks amazing, I\'m so not a summer sun person lol""'","Brooklyn, NY"
Tue Apr 30 23:59:30 +0000 2019,"Who\ awake?\\n \\nDrop a music make I do dance video, iyam bored \","Queens, NY"
Tue Apr 30 23:59:29 +0000 2019,Why you gotta do this when im broke \ ,"Centereach, NY"
Tue Apr 30 23:59:27 +0000 2019,Ok... ,"Manhattan, NY"
Tue Apr 30 23:59:26 +0000 2019,And I\ not at all surprised.... because???????? ,"Rye, NY"
Tue Apr 30 23:59:26 +0000 2019," Barr is digging himself a deep hole.'""","Armonk, NY"
Tue Apr 30 23:59:25 +0000 2019,"#tuesday #saylavie @ Plainview, New York ","Plainview, NY"
Tue Apr 30 23:59:22 +0000 2019,This is the sweaty face of the girl who just completed 30 workouts in 30 days! #warriorteam #sweatyselfie #nyclife\ ,"Queens, NY"
Tue Apr 30 23:59:20 +0000 2019," Cuties!!!!'""","Glen Cove, NY"
Tue Apr 30 23:59:19 +0000 2019," I don\ know what\ funnier, the fact that there\ no way in hell trump knows how to ride a motorcycl\ ","Croton-on-Hudson, NY"
Tue Apr 30 23:59:18 +0000 2019,"lowkey dates \ nobody knows'""","Brooklyn, NY"
Tue Apr 30 23:59:16 +0000 2019," I\ still confused. Who is pitching in 2019?'""","Manhattan, NY"
Tue Apr 30 23:59:15 +0000 2019,"  Jinx.'""","Manhattan, NY"
