Date,Tweet,Country
Thu May 30 11:31:52 +0000 2019,"b'@GeminiShitHoe i\xe2\x80\x99m not mean, i just have a nasty attitude \xf0\x9f\x98\x82\xf0\x9f\x98\xad'","Paterson, NJ"
Thu May 30 11:31:52 +0000 2019,b'This!\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n#Mueller https://t.co/iAU1o3WRTo',"North Carolina, USA"
Thu May 30 11:31:52 +0000 2019,b'@MeganCWarden https://t.co/0e7oh7gdot',"Los Angeles, CA"
Thu May 30 11:31:52 +0000 2019,b'@HillReporter somebody got hit by an ugly stick....eric...',"Strongsville, OH"
Thu May 30 11:31:52 +0000 2019,b'@blackholesm https://t.co/LueUuJdTgs',"Denver, CO"
Thu May 30 11:31:51 +0000 2019,b'Crazy https://t.co/sXf9YwpYTW',"Brooklyn, NY"
Thu May 30 11:31:51 +0000 2019,b'@ManLikeMimo Bundesliga TOTS from Tuesday',"Bowie, MD"
Thu May 30 11:31:51 +0000 2019,b'@koulakarma @davebirkett Isn\xe2\x80\x99t that the Cabrini Monarchs?',"Livonia, MI"
Thu May 30 11:31:51 +0000 2019,"b'This Saturday, June begins with the grooves of FULL DISCLOSURE at the Curly Wolf Saloon in SI with a great playlist\xe2\x80\xa6 https://t.co/qDLO8Cucr6'","Staten Island, NY"
Thu May 30 11:31:51 +0000 2019,b'@DrummerRob10 Really? @mainstreetcomic never takes new comic book day off. Seems absurd that a shop owner would not be in that day.',"Robbinsville, NJ"
Thu May 30 11:31:51 +0000 2019,"b'3 Panels are down! AstroTurf RootZone 3D3 Trionic Blend going in at Ted Mackorell Soccer Complex, Boone, NC #HSOC\xe2\x80\xa6 https://t.co/d6OS1TV3C1'",Ted Mackorell Soccer Complex
Thu May 30 11:31:50 +0000 2019,b'@rockcandy87 Ugh \xf0\x9f\x98\x91',"Dublin, OH"
Thu May 30 11:31:50 +0000 2019,b'@Lauentuiter @arr1910 @juliopatan09 Prefiero usar otras palabras menos contenciosas. El concepto del uso se exagera y malentiende a veces. \xf0\x9f\x98\x80',"Scaggsville, MD"
Thu May 30 11:31:50 +0000 2019,"b'@MaritoKunGZ Ese est\xc3\xa1 en modo , ya que \xf0\x9f\x99\x84\xf0\x9f\x99\x84si nos morimos nos morimos juntos humano.'","Fountainebleau, FL"
Thu May 30 11:31:50 +0000 2019,b'@NBCNews And why should we believe him?',"Quincy, MA"
Thu May 30 11:31:50 +0000 2019,b'Should I hire her? https://t.co/PssNjQ90yG',"Atlanta, GA"
Thu May 30 11:31:50 +0000 2019,b'A beautiful walk around Eastern Promenade! #portlandmaine is so beautiful #portland #maine #usa #travel @ Eastern P\xe2\x80\xa6 https://t.co/g6BtHzOlCw',"Portland, ME"
Thu May 30 11:31:49 +0000 2019,b'omg I don\xe2\x80\x99t want to get out of bed \xf0\x9f\x98\x93\xf0\x9f\x98\x93',"Washington, DC"
Thu May 30 11:31:49 +0000 2019,"b'@TezlynFigaro very interesting points you put out there on @foxandfriends this morning about the ""culture"" surround\xe2\x80\xa6 https://t.co/pJrS2aSxdV'","Ohio, USA"
Thu May 30 11:31:49 +0000 2019,b'Can\xe2\x80\x99t convince me to change',"Enterprise, NV"
Thu May 30 11:31:49 +0000 2019,b'@_Evaaaaaaaaa https://t.co/L8HZWDxS7l',"South Carolina, USA"
Thu May 30 11:31:49 +0000 2019,b'save my home https://t.co/HrhKHagIgT',"New York, USA"
Thu May 30 11:31:48 +0000 2019,"b""@washingtonpost He's not getting the nomination.""","Webster, MA"
Thu May 30 11:31:48 +0000 2019,b'\xf0\x9f\x98\x82 so true https://t.co/s27KdVKDPn',"Oklahoma City, OK"
