Date,anger,sadness,fear,joy,surprise
2019-04-22,0.22497854362387154,0.31538830844400595,0.2847528098372408,0.11132047532430761,0.06355986277057415
2019-04-23,0.19924032663983424,0.2663212263112047,0.2127229949500429,0.18711683034437596,0.13459862175454226
2019-04-24,0.18535775691425455,0.26772901180385067,0.2312703267879993,0.18329462049985545,0.13234828399404003
2019-04-25,0.18338859106583955,0.26370180965756035,0.2287994022399549,0.18397286002535182,0.1401373370112934
2019-04-26,0.1866964745380597,0.26991333676963625,0.21175922898031968,0.20608564554169947,0.1255453141702849
2019-04-27,0.1738412066765797,0.26601901349612694,0.2228279948186268,0.20668787471457073,0.13062391029409579
2019-04-28,0.18271262673271113,0.29412324849565763,0.24741636229251854,0.17414808585426267,0.10159967662485002
2019-04-29,0.16316622788094726,0.24660712490989956,0.21232281640429196,0.238597047763721,0.13930678304114022
2019-04-30,0.17679315363710457,0.28330987956670084,0.22308460009377357,0.172574557547984,0.144237809154437
2019-05-01,0.18954307623878974,0.2652563485428824,0.2465725445119792,0.1576956306721651,0.14093240003418353
2019-05-02,0.18817313682698575,0.2508338339019433,0.22435380898145604,0.20203573321742307,0.13460348707219186
2019-05-03,0.17681178964358962,0.2459535850775156,0.22172435166815374,0.21484384345101187,0.14066643015972918
2019-05-04,0.20365793145412128,0.273105895083625,0.22598058567776172,0.1785867055129819,0.11866888227151008
2019-05-05,0.1714488677641764,0.27403651883235675,0.21315695174393431,0.20892255027550782,0.1324351113840247
2019-05-06,0.2065306971863409,0.27776620645245437,0.21033694912436587,0.20461308403697948,0.10075306319985936
2019-05-07,0.18682817103043992,0.2677160849984569,0.21867585302773815,0.1935863691787645,0.13319352176460053
2019-05-08,0.18543847114282147,0.2721720811910357,0.23548389740205394,0.18447874993938346,0.1224268003247054
2019-05-09,0.18564363477415977,0.27173452747236854,0.2310534162269108,0.18859622007926216,0.12297220144729874
2019-05-10,0.1922579516130627,0.26754361085983724,0.22904412834752516,0.19032932056902363,0.12082498861055127
2019-05-11,0.18689997075441095,0.2712505466744634,0.22241734205711267,0.1995936789363508,0.11983846157766219
2019-05-12,0.18680892168543742,0.27427546550150245,0.21230047299659238,0.20152987094749367,0.12508526886897406
2019-05-13,0.17301366678111588,0.26695972019448183,0.2362178820268547,0.19794494132855256,0.12586378966899503
2019-05-14,0.18172684671190203,0.25953945570159653,0.23839399527738767,0.20084536744114304,0.11949433486797073
2019-05-15,0.19373507346066648,0.27328838167643604,0.23655926233316252,0.17940475686194782,0.11701252566778718
2019-05-16,0.19332473105010684,0.28050994175709376,0.24651015510448857,0.17073500726992896,0.10892016481838188
2019-05-17,0.188488291418585,0.2650842447004708,0.2271871033141281,0.19986691856278882,0.11937344200402722
2019-05-18,0.16430950476770823,0.25907467601833617,0.2410259247125786,0.21058635248439328,0.12500354201698372
2019-05-19,0.19962687288164133,0.26811016907589713,0.20441802089771402,0.19317459348714347,0.13467034365760408
2019-05-20,0.19270280294917605,0.26385880500005043,0.23724678067474114,0.18198842043761215,0.12420319093842026
2019-05-21,0.17792237590487622,0.25332228607761986,0.2283741796859249,0.21446668638088576,0.12591447195069322
2019-05-22,0.19242814808748362,0.28096357684034856,0.23273032589443787,0.18296341503144511,0.11091453414628484
2019-05-23,0.18673467054211107,0.26901262748606813,0.21634104994058173,0.19254810460006552,0.13536354743117354
2019-05-24,0.18809128954141172,0.26662029855903474,0.22938366984560163,0.19341579737297676,0.12248894468097514
2019-05-25,0.17015032089038548,0.2553536456313006,0.21227470750515764,0.21709207870162228,0.14512924727153398
