Date,Open,High,Low,Close,Adj Close,Volume
4/17/2009,21.200001,21.43,20.799999,21.040001,14.480727,3442000
4/18/2009,21.25,21.5600005,20.6049995,21.2350005,14.6149365,4458150
4/19/2009,21.2250005,21.49500025,20.70249925,21.13750075,14.54783175,3950075
4/20/2009,20.09,20.4,18.83,19.1,13.145529,6085800
4/21/2009,18.5,19.530001,18.5,19.42,13.365767,6828500
5/1/2009,18.860001,19.4,18.469999,18.889999,13.000994,4254900
5/2/2009,18.785,19.285,18.4399995,18.7299995,12.890876,4535200
5/3/2009,18.8225005,19.3425,18.45499925,18.80999925,12.945935,4395050
5/4/2009,19.299999,20.459999,19.299999,20.459999,14.081541,5411900
5/5/2009,20.309999,20.709999,19.469999,20.6,14.177897,5024800
5/6/2009,21.25,21.4,20.67,20.809999,14.32243,4737800
5/7/2009,21.200001,21.32,19.379999,19.74,13.586006,5895000
5/8/2009,20.219999,20.629999,19.82,20.43,14.060894,4174200
5/9/2009,20.71,20.9749995,19.5999995,20.085,13.82345,5034600
5/10/2009,20.4649995,20.80249925,19.70999975,20.2575,13.942172,4604400
5/11/2009,19.67,19.709999,18.959999,19.559999,13.491834,3877500
5/12/2009,20.16,20.16,19.030001,19.530001,13.471148,3176900
5/13/2009,18.98,19.02,18.25,18.370001,12.671018,5202500
5/14/2009,18.15,18.83,18.059999,18.639999,12.857254,3210400
5/15/2009,18.58,19.09,17.959999,18.190001,12.546855,3630700
5/16/2009,18.365,18.96,18.009999,18.415,12.7020545,3420550
5/17/2009,18.4725,19.025,17.984999,18.3025005,12.62445475,3525625
5/18/2009,18.5,19.26,18.4,19.24,13.271113,3464900
5/19/2009,19.41,19.969999,19.27,19.709999,13.595301,3753200
5/20/2009,20,20.780001,19.92,20.24,13.960881,5676600
5/21/2009,19.700001,19.85,19.040001,19.389999,13.374577,3659800
5/22/2009,19.700001,20.27,19.33,19.459999,13.42286,3130100
5/23/2009,19.700001,20.06,19.1850005,19.424999,13.3987185,3394950
5/24/2009,19.700001,20.165,19.25750025,19.442499,13.41078925,3262525
5/25/2009,19.700001,20.1125,19.22125038,19.433749,13.40475388,3328737.5
5/26/2009,19.34,20.040001,19,20.02,13.809131,3362800
5/27/2009,19.99,20.73,19.58,19.58,13.505632,3788000
5/28/2009,19.93,20.25,19.49,20.25,13.96778,3168400
5/29/2009,20.67,20.969999,20.459999,20.93,14.436815,4606800
5/30/2009,20.3,20.6099995,19.9749995,20.59,14.2022975,3887600
5/31/2009,20.485,20.78999925,20.21749925,20.76,14.31955625,4247200
6/1/2009,21.879999,22.870001,21.540001,22.559999,15.561142,6911100
6/2/2009,22.15,23.5,22.15,23.370001,16.119846,6708100
