Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,1855.400024,1888.420044,1845.640015,1887.310059,1887.310059,3373800
2019-04-23,1891.199951,1929.260010,1889.579956,1923.770020,1923.770020,4640400
2019-04-24,1925.000000,1929.689941,1898.160034,1901.750000,1901.750000,3675800
2019-04-25,1917.000000,1922.449951,1900.310059,1902.250000,1902.250000,6099100
2019-04-26,1929.000000,1951.000000,1898.000000,1950.630005,1950.630005,8432600
2019-04-27,1923.0,1936.7249755,1899.1550295,1926.4400025,1926.4400025,7265850.0
2019-04-28,1926.0,1943.8624877500001,1898.5775147499999,1938.53500375,1938.53500375,7849225.0
2019-04-29,1949.000000,1956.339966,1934.089966,1938.430054,1938.430054,4021300
2019-04-30,1930.099976,1935.709961,1906.949951,1926.520020,1926.520020,3506000
2019-05-01,1933.089966,1943.640015,1910.550049,1911.520020,1911.520020,3117000
2019-05-02,1913.329956,1921.550049,1881.869995,1900.819946,1900.819946,3962900
2019-05-03,1949.000000,1964.400024,1936.000000,1962.459961,1962.459961,6381600
2019-05-04,1931.164978,1942.9750365,1908.9349975,1931.6399535,1931.6399535,5172250.0
2019-05-05,1940.082489,1953.68753025,1922.46749875,1947.04995725,1947.04995725,5776925.0
2019-05-06,1917.979980,1959.000000,1910.500000,1950.550049,1950.550049,5417800
2019-05-07,1939.989990,1949.099976,1903.380005,1921.000000,1921.000000,5902100
2019-05-08,1918.869995,1935.369995,1910.000000,1917.770020,1917.770020,4078600
2019-05-09,1900.000000,1909.400024,1876.000000,1899.869995,1899.869995,5308300
2019-05-10,1898.000000,1903.790039,1856.000000,1889.979980,1889.979980,5718000
2019-05-11,1899.0,1906.5950315,1866.0,1894.9249875,1894.9249875,5513150.0
2019-05-12,1898.5,1905.19253525,1861.0,1892.45248375,1892.45248375,5615575.0
2019-05-13,1836.560059,1846.540039,1818.000000,1822.680054,1822.680054,5783400
2019-05-14,1839.500000,1852.439941,1815.750000,1840.119995,1840.119995,4629100
2019-05-15,1827.949951,1874.430054,1823.000000,1871.150024,1871.150024,4692600
2019-05-16,1885.939941,1917.510010,1882.290039,1907.569946,1907.569946,4707800
2019-05-17,1893.050049,1910.530029,1867.329956,1869.000000,1869.000000,4730900
2019-05-18,1889.494995,1914.0200195,1874.8099975,1888.284973,1888.284973,4719350.0
2019-05-19,1891.272522,1912.2750242500001,1871.06997675,1878.6424865,1878.6424865,4725125.0
