Date,Open,High,Low,Close,Adj Close,Volume
4/16/2009,17.027143,17.592857,16.969999,17.35,11.524652,148361500
4/17/2009,17.311428,17.75,17.178572,17.631428,11.711589,124373900
4/18/2009,17.1692855,17.6714285,17.0742855,17.490714,11.6181205,136367700
4/19/2009,17.24035675,17.71071425,17.12642875,17.561071,11.66485475,130370800
4/20/2009,17.389999,17.57,17.022858,17.214285,11.434503,116616500
4/21/2009,16.984285,17.448572,16.942858,17.394285,11.554068,117671400
4/22/2009,17.518572,17.907143,17.314285,17.358572,11.530345,234691800
4/23/2009,18.088572,18.171429,17.644285,17.914286,11.899472,236289200
4/24/2009,17.805714,17.877142,17.567142,17.700001,11.757138,135191000
4/25/2009,17.947143,18.0242855,17.6057135,17.8071435,11.828305,185740100
4/26/2009,17.8764285,17.95071375,17.58642775,17.75357225,11.7927215,160465550
4/27/2009,17.557142,17.857143,17.522858,17.818571,11.835897,120172500
4/28/2009,17.621429,18.030001,17.608572,17.700001,11.757138,113964200
4/29/2009,17.835714,18.121429,17.690001,17.877142,11.874801,114527700
4/30/2009,18.031429,18.142857,17.845715,17.975714,11.940279,124622400
5/1/2009,17.971428,18.278572,17.971428,18.177143,12.074075,99379000
5/2/2009,18.0014285,18.2107145,17.9085715,18.0764285,12.007177,112000700
5/3/2009,17.98642825,18.24464325,17.93999975,18.12678575,12.040626,105689850
5/4/2009,18.32,18.892857,18.24,18.867144,12.532409,152339600
5/5/2009,18.821428,18.98,18.731428,18.95857,12.593133,99563800
5/6/2009,19.047142,19.071428,18.602858,18.928572,12.57321,118384700
5/7/2009,18.904285,18.912857,18.271429,18.437143,12.246779,132944000
5/8/2009,18.434286,18.747143,18.037144,18.455715,12.259116,116991000
5/9/2009,18.6692855,18.83,18.1542865,18.446429,12.2529475,124967500
5/10/2009,18.55178575,18.7885715,18.09571525,18.451072,12.25603175,120979250
5/11/2009,18.195715,18.70857,18.16,18.51,12.295175,101164700
5/12/2009,18.508572,18.530001,17.607143,17.774286,11.806481,152370400
5/13/2009,17.601429,17.717142,17.054285,17.07,11.338662,148992900
5/14/2009,17.111429,17.647142,17.1,17.564285,11.666988,111956600
5/15/2009,17.474285,17.802856,17.372858,17.488571,11.616698,91891800
5/16/2009,17.292857,17.724999,17.236429,17.526428,11.641843,101924200
5/17/2009,17.383571,17.7639275,17.3046435,17.5074995,11.6292705,96908000
5/18/2009,17.675714,18.1,17.367144,18.092857,12.01809,114710400
5/19/2009,18.117144,18.472857,17.962856,18.207144,12.094003,93105600
5/20/2009,18.232857,18.45857,17.9,17.981428,11.944075,97146000
5/21/2009,17.878571,18.111429,17.555714,17.74,11.783704,101986500
5/22/2009,17.721428,17.74,17.392857,17.5,11.624289,74499600
5/23/2009,17.7999995,17.9257145,17.4742855,17.62,11.7039965,88243050
5/24/2009,17.76071375,17.83285725,17.43357125,17.56,11.66414275,81371325
5/25/2009,17.78035663,17.87928588,17.45392838,17.59,11.68406963,84807187.5
5/26/2009,17.822857,18.690001,17.792856,18.682858,12.409993,159231800
5/27/2009,18.825714,19.282858,18.701429,19.007143,12.625401,161605500
5/28/2009,19.064285,19.341429,18.861429,19.295713,12.817081,121888200
5/29/2009,19.341429,19.414286,19.121429,19.401428,12.887305,114133600
5/30/2009,19.202857,19.3778575,18.991429,19.3485705,12.852193,118010900
5/31/2009,19.272143,19.39607175,19.056429,19.37499925,12.869749,116072250
6/1/2009,19.495714,19.998571,19.428572,19.907143,13.223218,113124900
6/2/2009,19.855715,20.191429,19.764286,19.927143,13.236505,114055900
6/3/2009,20,20.158571,19.867144,20.135714,13.375047,141299900
6/4/2009,20.018572,20.597143,20.005714,20.534286,13.639798,137658500
6/5/2009,20.758572,20.914286,20.45857,20.667143,13.728045,158179000
6/6/2009,20.388572,20.7557145,20.232142,20.6007145,13.6839215,147918750
6/7/2009,20.573572,20.83500025,20.345356,20.63392875,13.70598325,153048875
6/8/2009,20.545713,20.604286,19.918571,20.549999,13.650234,232913100
6/9/2009,20.544285,20.651428,20.078571,20.388571,13.543004,169241100
6/10/2009,20.325714,20.335714,19.757143,20.035715,13.308623,172155900
6/11/2009,19.935715,20.222857,19.792856,19.992857,13.280154,131205900
6/12/2009,19.83,19.871429,19.434286,19.567142,12.997375,140771400
6/13/2009,19.8828575,20.047143,19.613571,19.7799995,13.1387645,135988650
6/14/2009,19.85642875,19.959286,19.5239285,19.67357075,13.06806975,138380025
6/15/2009,19.43,19.561428,19.27,19.441429,12.913875,134937600
6/16/2009,19.522858,19.781429,19.442858,19.478571,12.938542,128701300
6/17/2009,19.524286,19.635714,19.218571,19.368572,12.865478,142853200
6/18/2009,19.444286,19.714285,19.370001,19.411428,12.893946,106920100
6/19/2009,19.724285,19.928572,19.557142,19.925714,13.235555,180464200
6/20/2009,19.5842855,19.8214285,19.4635715,19.668571,13.0647505,143692150
6/21/2009,19.65428525,19.87500025,19.51035675,19.7971425,13.15015275,162078175
6/22/2009,20.095715,20.222857,19.475714,19.624287,13.035335,158728500
6/23/2009,19.485714,19.564285,18.982857,19.144285,12.716494,176633100
6/24/2009,19.345715,19.642857,19.265715,19.459999,12.926208,121381400
5/7/2018,185.179993,187.669998,184.75,185.160004,181.683167,42451400
5/8/2018,184.990005,186.220001,183.669998,186.050003,182.556458,28402800
5/9/2018,186.550003,187.399994,185.220001,187.360001,183.841858,23211200
5/10/2018,187.740005,190.369995,187.649994,190.039993,186.471527,27989300
5/11/2018,189.490005,190.059998,187.449997,188.589996,185.762329,26212200
5/12/2018,188.615005,190.2149965,187.5499955,189.3149945,186.116928,27100750
5/13/2018,189.052505,190.1374973,187.4999962,188.9524953,185.9396285,26656475
5/14/2018,189.009995,189.529999,187.860001,188.149994,185.328918,20778800
5/15/2018,186.779999,187.070007,185.100006,186.440002,183.644577,23695200
5/16/2018,186.070007,188.460007,186,188.179993,185.358475,19183100
5/17/2018,188,188.910004,186.360001,186.990005,184.18631,17294000
5/18/2018,187.190002,187.809998,186.130005,186.309998,183.51651,18297700
5/19/2018,187.595001,188.360001,186.245003,186.6500015,183.85141,17795850
5/20/2018,187.3925015,188.0849995,186.187504,186.4799998,183.68396,18046775
5/21/2018,188,189.270004,186.910004,187.630005,184.816711,18400800
5/22/2018,188.380005,188.880005,186.779999,187.160004,184.35376,15240700
5/23/2018,186.350006,188.5,185.759995,188.360001,185.535767,20058400
5/24/2018,188.770004,188.839996,186.210007,188.149994,185.328918,23234000
5/25/2018,188.229996,189.649994,187.649994,188.580002,185.752487,17461000
5/26/2018,188.5,189.244995,186.9300005,188.364998,185.5407025,20347500
5/27/2018,188.364998,189.4474945,187.2899973,188.4725,185.6465948,18904250
5/28/2018,188.432499,189.3462448,187.1099989,188.418749,185.5936486,19625875
5/29/2018,187.600006,188.75,186.869995,187.899994,185.082672,22514100
5/30/2018,187.720001,188,186.779999,187.5,184.688675,18690500
5/31/2018,187.220001,188.229996,186.139999,186.869995,184.068115,27482800
6/1/2018,187.990005,190.259995,187.75,190.240005,187.387604,23442500
6/2/2018,187.605003,189.2449955,186.9449995,188.555,185.7278595,25462650
6/3/2018,187.797504,189.7524953,187.3474998,189.3975025,186.5577318,24452575
6/4/2018,191.639999,193.419998,191.350006,191.830002,188.953751,26266200
6/5/2018,193.070007,193.940002,192.360001,193.309998,190.41156,21566000
6/6/2018,193.630005,194.080002,191.919998,193.979996,191.071487,20933600
6/7/2018,194.139999,194.199997,192.339996,193.460007,190.559311,21347200
6/8/2018,191.169998,192,189.770004,191.699997,188.825699,26656800
6/9/2018,192.6549985,193.0999985,191.055,192.580002,189.692505,24002000
6/10/2018,191.9124983,192.5499992,190.412502,192.1399995,189.259102,25329400
6/11/2018,191.350006,191.970001,190.210007,191.229996,188.362747,18308500
6/12/2018,191.389999,192.610001,191.149994,192.279999,189.397003,16911100
6/13/2018,192.419998,192.880005,190.440002,190.699997,187.840683,21638400
6/14/2018,191.550003,191.570007,190.220001,190.800003,187.939194,21610100
6/15/2018,190.029999,190.160004,188.259995,188.839996,186.008575,61719200
6/16/2018,190.790001,190.8650055,189.239998,189.8199995,186.9738845,41664650
6/17/2018,190.41,190.5125048,188.7499965,189.3299978,186.4912298,51691925
6/18/2018,187.880005,189.220001,187.199997,188.740005,185.91008,18484900
6/19/2018,185.139999,186.330002,183.449997,185.690002,182.905807,33578500
6/20/2018,186.350006,187.199997,185.729996,186.5,183.703659,20628700
