Date,Tweet,Country
Tue Apr 30 23:59:58 +0000 2019,Idk you but stay free it\ the only way to be !!!! ,"Houston, TX"
Tue Apr 30 23:59:58 +0000 2019," la neta, si'""","Austin, TX"
Tue Apr 30 23:59:57 +0000 2019,"Is there anyway I can stop my period so it doesn\ come the day before prom?'""","Garland, TX"
Tue Apr 30 23:59:57 +0000 2019, I will not bow by Breaking Benjamin!!\,"Plano, TX"
Tue Apr 30 23:59:57 +0000 2019,@ liz jajajajaj ,"Mission, TX"
Tue Apr 30 23:59:55 +0000 2019,"Took me an hour ad a half to go 27 miles. Why? Because it was cloudy.'""","Paloma Creek South, TX"
Tue Apr 30 23:59:55 +0000 2019,"   I told you Dez we should find a way to do a talk! I have many stories to tell. :)))'""","Grapevine, TX"
Tue Apr 30 23:59:54 +0000 2019, Girl they closed now \ ,"Denton, TX"
Tue Apr 30 23:59:54 +0000 2019,"  Hi Marysol, sure thing. Please credit me and ","Denton, TX"
Tue Apr 30 23:59:53 +0000 2019,I am joining the 5 Jobs I\'ve had fun!\\n1. Ice cream scooper\\n2. Waitress\\n3. Pantry cook\\n4. Book store clerk\\n5. Accoun\ ,"Frisco, TX"
Tue Apr 30 23:59:51 +0000 2019," Why he lyin lmaoo'""","Sugar Land, TX"
Tue Apr 30 23:59:50 +0000 2019, It stands for \ Time Only\ \ Happy Early B day Baby \,"Lakeland Heights, TX"
Tue Apr 30 23:59:50 +0000 2019,Another semester done! #collegelife #schoolgirl #Freedom #ThankUNext ,"Clute, TX"
Tue Apr 30 23:59:50 +0000 2019,"It amazes me that so many people argue and don\ follow instructions from the police #LivePD'""","San Antonio, TX"
Tue Apr 30 23:59:48 +0000 2019," When I got mine, I was no. 580 something. \","Houston, TX"
Tue Apr 30 23:59:48 +0000 2019,apple is about to run me a check or a new phone because it\ no way my facetime should fail every single time i cal\ ,"Frisco, TX"
Tue Apr 30 23:59:47 +0000 2019,"I\ very sensitive and I hate that'""","Prairie View, TX"
Tue Apr 30 23:59:46 +0000 2019,Bobbing for apples.. \ Lady Broncho \ playoff tradition!! ,"Odessa, TX"
Tue Apr 30 23:59:46 +0000 2019,"All of my kindness is taken for weakness.'""","San Antonio, TX"
Tue Apr 30 23:59:44 +0000 2019,hbd trav2\ night was the best night of my life and Yu needa come bck to Houston pls lmao\ ,"Houston, TX"
Tue Apr 30 23:59:44 +0000 2019,Which sucks \ ,"Dallas, TX"
Tue Apr 30 23:59:43 +0000 2019,"Can some one please come get their kids I\ just trying to order my pizza and go home'""","Pecan Grove, TX"
