Date,Tweet,Country
Mon Apr 22 23:59:59 +0000 2019,"It\'s Pizza time!!!!""'","San Diego, CA"
Mon Apr 22 23:59:57 +0000 2019,"Take me to November'""","Pasadena, CA"
Mon Apr 22 23:59:57 +0000 2019,#giveback Mood #helpingothers my life #inspired by all #motivated fitness and healthy eating #work stay tuned\ ,"Los Angeles, CA"
Mon Apr 22 23:59:56 +0000 2019,WOLF PACK (VIP) \ date TBA  FRIENDS \ LINK IN BIO  @ Spoti\ ,"Los Angeles, CA"
Mon Apr 22 23:59:55 +0000 2019," Thanks fam'""","Sacramento, CA"
Mon Apr 22 23:59:55 +0000 2019,so she called the police and 4 police officers show up for this drunk girl who can\ even see straight just to tell\ ,"Fountain Valley, CA"
Mon Apr 22 23:59:54 +0000 2019,"Just bought my edc ticket, who trynna buy some toe pics \","Bell, CA"
Mon Apr 22 23:59:53 +0000 2019,"Little cloud of the day. #happiness @ Burbank, California ","Burbank, CA"
Mon Apr 22 23:59:53 +0000 2019,Accident cleared in #Sacramento on Cap Cty Fwy WB before Arden Wy #traffic ,"Sacramento, CA"
Mon Apr 22 23:59:51 +0000 2019,"Me: Hey, You\'re Biking to Work Now Too? Yeah: Us Guys Couldn\'t Have You Make Us Look Bad  ","California, USA"
Mon Apr 22 23:59:51 +0000 2019,"New game. 15 RTs and I\ verify Enchantress Simone \ #paypig, #goddessworship, #walletdrain,\ ","Los Angeles, CA"
Mon Apr 22 23:59:51 +0000 2019,  Y\ went weekend two and ain\ tell me nuttin ?! \,"Chino, CA"
Mon Apr 22 23:59:50 +0000 2019," Yeah it\'s that sorta weird thing where I kinda do buy that they need outreach, but.... i\'m black. I\'m real\ ","Los Angeles, CA"
