Date,Tweet,Country
Tue May 07 09:10:19 +0000 2019," *sunday'""","Altadena, CA"
Tue May 07 09:10:17 +0000 2019,"  Iconic Moment we just witness'""","Los Angeles, CA"
Tue May 07 09:10:17 +0000 2019," Where is the end destination? Because you keep going and going through the East Coast \ lol'""","Anaheim, CA"
Tue May 07 09:10:11 +0000 2019," Hahahhahahahhahahahahha'""","Lawndale, CA"
Tue May 07 09:10:08 +0000 2019," ahhh bitch \ I leave subday'""","Altadena, CA"
Tue May 07 09:10:02 +0000 2019,"TEST_LAT/LON: 5f5f4dba-8c89-43f9-8072-520b148a4fca'""","San Francisco, CA"
Tue May 07 09:10:01 +0000 2019,Hey thanks everyone for coming out and rockin with us at Motown Monday\'s s*** was smashing!!  @ Madrone Art\ ,"San Francisco, CA"
Tue May 07 09:10:00 +0000 2019, Snapchat:::kushorder \\n7204775580 ,"California, PA"
Tue May 07 09:09:50 +0000 2019,she sang this with her fckin SOUL ,"Palmdale, CA"
Tue May 07 09:09:48 +0000 2019," That mentality has to stop. You can\ get a BA from a community college so one must got to a university in order to get it.'""","Long Beach, CA"
Tue May 07 09:09:47 +0000 2019,It\ my senior year and I\ not going to prom so \ ,"San Francisco, CA"
Tue May 07 09:09:41 +0000 2019,"OOOOKAYYYY,  !!! \ #BlackAmericanPrincesses #BAPS #fave \ ","Stanton, CA"
Tue May 07 09:09:40 +0000 2019,"   Ramadan Kareem!'""","Costa Mesa, CA"
Tue May 07 09:09:36 +0000 2019,    I\ in OC. I\ still stunned by all the Dems elected in the midterms\ ,"Irvine, CA"
Tue May 07 09:09:27 +0000 2019,I wonder why  is now scared to face me in #smash \,"San Francisco, CA"
Tue May 07 09:09:22 +0000 2019,"Why didn\ I see  at the Met Gala this year? \ these are the questions that keep me up at night.'""","National City, CA"
Tue May 07 09:09:19 +0000 2019,#consistency ,"Los Angeles, CA"
Tue May 07 09:09:15 +0000 2019, I would love to meet u I\'ve been a fan since I was 6 yrs old pls include me in the #madamextour it would m\ ,"Bellflower, CA"
Tue May 07 09:10:43 +0000 2019,I just want some sleep \,"San Diego, CA"
Tue May 07 09:10:34 +0000 2019,2019 Volkswagen Arteon first drive review: Flagship fastback feels familiar - Roadshow  ,"Gilroy, CA"
Tue May 07 09:10:30 +0000 2019,   I ,"Costa Mesa, CA"
Tue May 07 09:10:27 +0000 2019," Just start talking more tbh you\ get out of it'""","Lemoore, CA"
Tue May 07 09:10:24 +0000 2019,"Truly Blessed.'""","San Diego, CA"
Tue May 07 09:10:23 +0000 2019,"Racism is a zero sum game. To be \'equal\', one side must prevail, and the other MUST lose. Who\'s power is more immin\ ","San Bernardino, CA"
Tue May 07 09:25:38 +0000 2019,"Greg\ back in the sho! #CrazyExGirlfriend #teamgreg'""","Covina, CA"
Tue May 07 09:25:37 +0000 2019,"Don\'t sleep next to me if you not tryna rub some toes""'","Los Angeles, CA"
Tue May 07 09:25:34 +0000 2019,  I live in the sewers ,"Los Angeles, CA"
Tue May 07 09:25:33 +0000 2019,"    Kelangan daw ni acka ng offerings from the upper east side of tondo siz'""","Hawthorne, CA"
Tue May 07 09:25:20 +0000 2019," \ catch me at ASAP lol'""","Orange, CA"
Tue May 07 09:25:18 +0000 2019,I asked & she midi pretend like she didn\'t hear me :/ ,"Los Angeles, CA"
Tue May 07 09:25:09 +0000 2019,Los Angeles - AT IT AGAIN!!!! This is a special celebration!! We are celebrating the BornDay of our very own Don Ca\ ,"Los Angeles, CA"
Tue May 07 09:25:03 +0000 2019," sige mention natin hahahaha'""","San Diego, CA"
Tue May 07 09:25:03 +0000 2019,"Pearl Lustre Bracelet With 4.50ctw Genuine Sapphires 14K Yellow Gold Length 7in.\\n$469 modnique\\n$3,580 87% Off.\ ","Los Angeles, CA"
Tue May 07 09:24:55 +0000 2019,nice #hilarity #laugh #smirk #hilarious ,"Diamond Bar, CA"
Tue May 07 09:24:49 +0000 2019,  Congratulations boys \,"San Diego, CA"
Tue May 07 09:24:45 +0000 2019, Grimace is worst \ ,"Los Angeles, CA"
Tue May 07 09:24:40 +0000 2019," We\ all made that mistake if we\ being honest with ourselves here'""","San Jose, CA"
Tue May 07 09:24:40 +0000 2019,Goodnight I got work tomorrow but fuck man today was so good ,"San Diego, CA"
Tue May 07 09:24:36 +0000 2019,"  Google I/O 2019'""","Sunnyvale, CA"
Tue May 07 09:24:35 +0000 2019," ano name niya? id even remember lol'""","San Diego, CA"
Tue May 07 09:24:35 +0000 2019,"I\ happy with a $2,000 car rather than making payments'""","Santa Clarita, CA"
Tue May 07 09:24:26 +0000 2019,"  Yeah.  Definitely would not smash.'""","Los Angeles, CA"
Tue May 07 09:24:24 +0000 2019, \,"Ontario, CA"
Tue May 07 09:24:21 +0000 2019,"     \ I want'""","Los Angeles, CA"
Tue May 07 09:24:20 +0000 2019,That\ deep ,"Lakewood, CA"
Tue May 07 09:24:15 +0000 2019,"How many Hill Houses are there in cinema???'""","Los Angeles, CA"
Tue May 07 09:24:06 +0000 2019,"They should stop teaching PEMDAS as an acronym'""","Los Angeles, CA"
Tue May 07 09:24:06 +0000 2019," Real'""","Los Angeles, CA"
