Date,Tweet,Country
Wed May 22 10:38:16 +0000 2019,Dad: 6\ 5\ 5\ 6\ back fucking hurts. ,"Temecula, CA"
Wed May 22 10:38:12 +0000 2019,"Apparently Orange Vanilla coke is Fanta'""","Castaic, CA"
Wed May 22 10:38:07 +0000 2019," Amen Sista ;-D'""","San Diego, CA"
Wed May 22 10:38:07 +0000 2019,I used to have this. That little evil kanevil was fast. I had that thing flying all around the house ,"Moreno Valley, CA"
Wed May 22 10:38:46 +0000 2019,Find the Hero\ ,"California, USA"
Wed May 22 10:38:43 +0000 2019,"The Stepping Stones Group is hiring in Hesperia, CA! Read about our latest School Based job opening via the link in\ ","Hesperia, CA"
Wed May 22 10:38:37 +0000 2019," A Women, should, have, control of her Body, not, the Government.'""","Ventura, CA"
Wed May 22 10:38:33 +0000 2019,"Inheritance is evil.\\n\\nIt does nothing to help you write better, more reusable, or more maintainable code.\\n\\nIt does\ ","San Francisco, CA"
Wed May 22 10:38:33 +0000 2019, \ \ \ \ \ \ \ \ \,"Los Angeles, CA"
Wed May 22 10:53:07 +0000 2019,,"Los Angeles, CA"
Wed May 22 10:53:00 +0000 2019,"  AWESOME Chuck & New KidZ on the ROCK ;-D'""","San Diego, CA"
Wed May 22 10:52:46 +0000 2019,"My only comment is to self'""","California, USA"
Wed May 22 10:52:43 +0000 2019,"Bout to take a 30min nap \ #FuckGraveyard'""","Clovis, CA"
Wed May 22 10:52:38 +0000 2019,ahhhhhhj ,"Altadena, CA"
Wed May 22 10:52:37 +0000 2019,"  So, see Fuhrer said that, huh? Wait five minutes, he\ say the opposite.'""","Los Angeles, CA"
Wed May 22 10:52:35 +0000 2019," They built a wall, like you want. It\'s on their southern border to keep out (ironically)illegals,\ ","San Francisco, CA"
Wed May 22 10:52:27 +0000 2019,14 presidential candidates (and counting) to speak at SC Democratic Party convention  via ,"Los Angeles, CA"
Wed May 22 10:52:25 +0000 2019,"    These mofos get it!! Trust me!!! Straight BS!!!!!'""","Los Angeles, CA"
Wed May 22 10:52:23 +0000 2019,"Tweeted from CA \ #Westcoast baby'""","Greenfield, CA"
Wed May 22 10:52:21 +0000 2019,Ain\'t Nobody Got Time For That (Original + AutoTune)  via ,"Modesto, CA"
Wed May 22 10:52:18 +0000 2019,,"Los Angeles, CA"
Wed May 22 10:52:17 +0000 2019, Awww. I know. I notice u. Was totally kidding. \ \ \,"Los Angeles, CA"
Wed May 22 10:52:11 +0000 2019,"'The OREO  cookie quip ""Black on the outside and white on the inside"" has other connotations for HUD Secretary B. Ca\ ","Long Beach, CA"
Wed May 22 10:52:06 +0000 2019,  \,"Los Angeles, CA"
Wed May 22 10:51:59 +0000 2019," WYAAA'""","Inglewood, CA"
Wed May 22 10:51:50 +0000 2019," Amen +'""","San Diego, CA"
Wed May 22 10:51:41 +0000 2019,"Or am I from NY what up east coast rise Nd grind'""","Greenfield, CA"
Wed May 22 10:51:39 +0000 2019,"I just hope things work out for me'""","Fresno, CA"
Wed May 22 10:51:39 +0000 2019," Like you said BLACK LIVES MATTER!!!! NO EXPLANATION NECESSARY!!!'""","Los Angeles, CA"
Wed May 22 10:51:24 +0000 2019,   Enjoy! \,"Nevada City, CA"
Wed May 22 10:51:24 +0000 2019, ALSO: \'Amalie\' This stunning film WON many film awards so isn\'t \'under-rated\' by any means but I mention it h\ ,"San Diego, CA"
Wed May 22 10:51:24 +0000 2019,"We don\ hope, we do! Period ","Los Angeles, CA"
Wed May 22 10:51:20 +0000 2019,"Just took a dab Nd we back at it'""","Greenfield, CA"
Wed May 22 10:51:17 +0000 2019," BABY I DON\'T KNOW IF I TOLD YOU ALREADY, BUT I BELIEVE I DID, I HAD A ENORMOUS AMOUNT OF CHEST GAS R\ ","Berkeley, CA"
Wed May 22 10:51:15 +0000 2019," Do you light the fire before or after the cereal'""","California, USA"
Wed May 22 10:51:10 +0000 2019,And the attorneys who ignore the subpoenas or advise others to do so need to be brought up on charges before their\ ,"California, USA"
Wed May 22 10:51:08 +0000 2019,,"Los Angeles, CA"
Wed May 22 10:50:58 +0000 2019," What season what episode!!'""","Fresno, CA"
Wed May 22 10:50:57 +0000 2019,,"Gardena, CA"
Wed May 22 10:50:51 +0000 2019," I have a list of products that come from those abortion ban states and I am not buying them. It is the one way I can hit back.'""","Silver Lakes, CA"
Wed May 22 10:50:47 +0000 2019,,"Los Angeles, CA"
Wed May 22 10:50:40 +0000 2019,Who made this \ ,"Fresno, CA"
Wed May 22 10:50:39 +0000 2019,"  Celebration of incompetence'""","Long Beach, CA"
Wed May 22 10:50:37 +0000 2019,"Oh my god, I just died and came back. ","Oildale, CA"
Wed May 22 10:50:35 +0000 2019,Excellent Let\ see how he instructs that We will See His tax returns Whether leaked or presented by force by a jud\ ,"Solvang, CA"
